loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind1	53	56	52	52	54	43	53	49	47	49	55	48	41	59	55	62	47	49	52	60	44	65	56	45	45	48	63	48	46	50	41	47	51	42	56	46	57	49	41	61	40	45	46	58	53	62	41	47	50	45	39	56	47	47	49	52	59	57	49	52	58	42	61	34	45	49	39	51	50	46	40	45	53	48	44	46	49	45	47	51	47	57	38	63	54	40	52	49	57	51	39	51	50	60	40	48	45	57	45	36
ind2	46	54	63	50	52	42	54	46	52	38	42	51	46	43	52	54	61	45	51	59	63	63	50	51	42	50	53	49	40	51	48	52	53	42	43	61	44	51	63	54	53	48	48	49	48	55	45	46	54	48	36	50	45	46	47	42	55	53	60	53	49	51	46	44	45	54	45	50	51	44	42	49	48	45	40	53	42	37	51	55	37	55	45	47	43	58	53	51	51	54	52	38	39	54	46	51	36	52	42	44
ind3	46	54	55	53	59	56	54	44	41	53	52	44	44	45	44	55	51	52	55	44	44	48	48	49	53	62	65	41	54	38	57	53	61	49	57	51	54	53	51	55	52	52	51	45	50	49	43	51	30	59	52	51	48	64	55	50	49	57	56	47	49	49	44	47	42	60	52	45	44	36	50	47	50	53	51	35	59	51	39	56	43	49	50	37	54	46	63	51	41	41	47	47	43	58	44	40	51	62	38	48
ind4	57	58	41	55	47	50	56	56	51	51	49	46	58	55	48	56	36	58	49	51	46	32	41	44	44	57	47	63	46	41	55	42	43	53	52	55	49	46	41	49	51	50	53	55	60	54	62	55	62	61	59	41	43	52	58	54	45	46	36	40	50	47	52	37	44	49	48	42	37	57	48	47	58	44	48	61	61	33	41	39	52	55	43	53	53	42	54	52	63	53	44	66	41	56	47	59	53	59	61	45
ind5	48	55	48	52	64	56	56	63	46	54	39	50	40	59	44	45	48	54	65	60	58	55	40	55	58	45	49	35	61	41	54	40	63	49	50	51	45	51	55	57	48	59	56	35	59	41	38	68	56	47	38	60	49	51	49	52	48	62	52	48	51	51	45	41	48	58	46	64	41	49	52	50	39	51	41	54	45	67	40	46	54	51	44	46	62	52	42	53	54	52	50	72	54	51	43	50	29	56	55	50
ind6	58	44	47	49	59	48	52	45	50	50	47	44	52	58	56	44	65	42	56	52	67	47	34	47	50	49	44	53	42	46	51	65	36	39	48	51	48	47	45	39	42	49	61	58	48	56	50	60	53	64	38	42	55	52	39	54	50	51	49	59	61	48	50	52	55	47	55	48	52	48	45	48	57	60	52	58	49	62	53	52	36	40	51	54	43	54	44	59	42	45	44	49	55	55	64	51	42	72	57	51
ind7	63	57	65	56	62	60	44	56	39	54	58	53	54	55	59	48	36	45	42	53	51	49	50	33	51	53	65	55	51	55	57	36	51	41	41	44	55	59	55	46	51	55	50	56	58	45	48	60	49	54	50	47	51	53	45	49	49	58	56	50	47	50	57	43	49	48	60	52	47	51	58	53	39	61	44	56	58	50	42	45	51	38	59	46	53	66	51	50	41	42	51	45	69	46	60	56	51	39	44	48
ind8	48	59	48	47	54	56	39	55	47	36	44	32	51	39	42	49	38	41	55	57	40	49	48	48	43	53	53	46	55	54	55	47	53	55	43	59	58	47	49	44	48	47	46	38	49	41	41	58	53	57	48	39	58	49	57	60	65	49	39	61	54	48	44	48	56	57	51	41	42	56	57	34	54	36	41	41	61	50	40	45	47	55	45	41	49	63	51	54	54	58	50	61	55	67	54	60	63	66	57	49
ind9	49	47	49	45	39	49	54	46	61	52	46	54	44	52	57	54	56	49	43	41	55	49	42	46	44	48	49	58	51	56	51	63	43	58	39	55	61	47	55	46	47	46	47	63	51	57	56	51	32	41	47	54	36	49	46	42	50	59	46	52	60	46	49	61	56	43	47	64	53	58	44	55	57	45	45	44	41	44	53	50	52	57	49	53	49	67	39	56	55	46	41	42	48	55	57	45	65	51	48	54
ind10	47	51	48	52	50	46	66	40	51	42	38	49	39	51	44	59	48	52	47	53	54	44	47	51	53	61	47	47	59	60	57	53	44	35	52	48	48	41	40	48	50	59	38	44	69	51	46	51	46	34	56	51	42	47	56	48	56	53	31	55	64	55	57	56	42	48	36	50	52	58	45	60	57	37	57	54	32	48	58	70	42	47	45	43	45	33	45	54	36	45	69	48	54	57	59	42	42	43	46	50
