loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind1	3	0	0	12	6	0	0	0	0	0	0	0	12	9	0	0	0	0	0	1	0	2	0	0	2	0	6	1	0	0	0	1	1	1	11	0	2	2	8	12	9	1	5	5	1	1	4	0	20	2	0	10	0	10	0	1	0	0	0	14	2	0	6	1	2	8	0	6	1	15	5	1	5	0	0	8	0	1	2	0	1	5	0	6	1	0	4	0	9	1	3	0	0	0	0	0	8	0	0	0
ind2	1	0	0	0	10	8	4	6	0	0	10	7	9	1	7	0	0	3	1	4	1	6	1	0	1	0	0	2	7	0	10	0	1	0	3	7	1	12	16	0	1	0	0	8	0	9	0	7	1	0	10	1	0	0	4	2	7	16	7	0	0	1	1	0	5	6	8	1	1	0	14	0	0	4	8	0	1	0	0	1	0	1	8	15	11	1	0	9	0	1	0	1	0	12	7	0	10	0	0	7
ind3	2	0	1	3	0	3	0	1	0	1	1	20	0	0	5	1	0	0	0	9	1	1	0	15	1	1	0	1	0	0	11	3	10	6	1	7	0	0	1	1	2	13	0	5	0	1	0	7	0	17	0	1	6	1	7	8	3	0	13	14	2	0	0	1	0	0	26	0	0	3	13	2	2	6	7	0	0	4	4	1	0	1	1	3	0	1	0	0	1	1	0	4	0	4	0	0	1	0	7	0
ind4	7	0	0	0	0	10	9	0	1	1	2	0	5	0	6	0	0	1	0	0	9	1	1	0	10	6	0	0	9	1	0	2	1	10	1	0	0	0	0	1	5	6	9	4	0	4	1	0	0	11	12	1	1	1	0	1	7	0	0	0	1	0	0	7	0	1	1	0	10	1	1	0	0	0	0	1	1	0	0	1	0	5	6	1	1	7	12	10	16	6	8	0	0	1	4	5	1	0	1	8
ind5	0	0	5	1	0	0	0	0	0	0	2	1	12	4	13	0	5	0	6	0	0	5	1	0	0	1	6	5	13	0	0	7	1	5	0	0	0	0	3	20	0	6	1	4	5	0	0	0	0	1	6	0	0	2	2	0	7	2	0	8	8	0	0	0	3	14	8	0	1	0	5	0	0	2	7	1	0	2	2	2	0	4	7	0	0	0	10	10	7	5	6	5	0	12	6	0	1	1	7	2
ind6	1	5	22	7	0	5	0	0	3	0	9	1	0	1	8	0	0	1	0	4	1	2	0	0	1	6	1	1	16	0	17	11	5	1	0	11	0	1	1	0	7	0	0	6	0	9	9	6	1	7	3	1	2	3	0	1	0	0	0	1	0	0	0	0	2	1	1	0	1	1	15	1	10	9	8	0	0	7	6	0	4	1	0	0	13	1	9	0	0	3	0	0	4	9	0	1	4	2	1	0
ind7	10	0	0	6	6	0	1	0	3	0	1	4	7	5	1	2	0	2	12	1	1	0	0	8	7	1	5	2	0	0	8	1	1	0	1	1	0	9	0	15	0	13	9	0	9	3	0	1	11	6	9	2	0	1	8	6	1	7	19	0	1	0	0	0	10	13	0	0	0	3	0	7	1	15	2	7	0	1	0	1	1	1	2	1	2	17	0	2	8	0	9	0	8	1	8	1	9	2	0	0
ind8	1	0	1	1	1	6	1	0	0	6	1	0	3	16	1	0	0	1	1	0	1	0	7	5	0	5	2	1	0	8	1	0	10	7	1	0	1	8	0	1	5	0	1	1	1	2	0	1	7	0	1	0	0	0	0	0	0	0	9	9	2	0	6	0	9	9	4	0	2	1	0	0	11	0	0	12	0	0	0	0	1	5	0	0	1	19	0	2	15	1	0	0	1	5	8	0	4	1	1	1
ind9	8	1	9	3	0	0	8	0	0	6	0	0	0	0	1	3	9	0	1	8	0	9	0	9	0	3	10	3	12	1	8	0	1	6	0	0	1	0	0	1	1	0	3	0	7	10	0	0	0	0	0	0	1	1	0	1	12	0	0	6	3	0	0	3	13	8	8	2	0	1	11	1	2	9	0	0	7	15	4	0	7	0	0	4	0	4	4	2	1	0	0	1	15	2	0	10	0	6	1	0
ind10	10	1	5	1	0	11	0	1	0	5	4	0	0	6	1	0	1	10	2	0	2	6	0	4	1	0	0	6	10	0	2	1	8	3	2	13	0	0	0	0	1	0	7	0	1	5	1	1	1	6	0	8	0	0	0	0	0	0	8	0	7	2	1	1	0	4	0	1	3	0	0	0	8	0	0	8	1	7	7	12	1	0	11	2	1	1	0	8	0	0	0	9	9	0	7	8	1	0	1	4
