loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind1	56	52	52	57	49	49	48	49	43	49	49	62	68	45	53	53	49	56	55	50	51	49	57	53	41	63	55	52	49	47	54	45	55	51	49	51	52	46	52	38	47	46	47	59	51	64	55	56	60	42	50	42	54	43	76	56	60	56	47	40	49	58	54	65	51	37	57	45	58	53	40	37	60	45	62	39	64	58	59	73	43	50	44	49	37	62	47	63	66	56	41	45	65	45	54	51	37	46	49	39
ind2	54	53	51	58	67	52	51	50	54	49	43	44	65	40	55	49	51	52	56	55	56	51	46	55	43	52	44	49	54	51	42	55	50	45	53	56	55	42	40	50	51	52	57	52	47	51	45	59	51	48	50	64	41	43	53	57	50	32	50	50	44	43	47	42	43	66	41	40	56	59	57	45	53	43	49	47	55	44	48	39	49	76	39	67	55	49	52	35	58	43	53	40	41	61	52	42	48	55	53	63
ind3	52	45	46	57	57	42	54	45	40	56	44	51	43	55	54	48	41	51	44	52	49	43	47	60	57	52	47	58	53	50	49	56	44	38	52	59	48	53	58	58	58	55	54	46	46	55	36	49	49	47	51	44	64	50	61	40	52	54	51	43	51	54	31	49	57	73	44	48	54	50	42	55	57	46	58	53	48	52	56	53	42	58	44	59	63	47	37	62	52	45	62	52	53	38	59	55	52	43	50	56
ind4	61	63	47	47	61	64	52	63	48	48	57	58	65	55	53	50	52	45	46	52	47	54	42	47	53	41	51	52	44	49	49	58	65	46	47	56	49	45	48	49	47	53	66	46	54	51	47	50	52	52	47	65	61	60	42	40	39	49	48	42	39	58	50	55	46	53	51	59	41	62	60	50	50	60	50	49	59	52	66	46	54	49	44	61	47	62	54	46	46	54	50	47	48	58	59	62	46	59	45	46
ind5	49	38	57	46	48	38	62	46	42	58	50	48	44	40	50	56	50	53	42	57	50	57	51	49	54	41	41	49	51	55	55	46	48	40	51	56	49	47	43	49	52	48	57	66	53	54	65	37	52	58	47	42	50	47	58	40	58	43	50	52	63	47	51	50	52	43	51	61	55	50	38	54	35	59	51	64	55	44	56	49	42	53	53	40	55	40	55	50	56	53	41	51	59	52	54	48	55	51	55	57
ind6	44	48	56	43	45	61	52	41	44	48	47	42	45	46	64	47	44	50	50	35	49	39	39	58	42	61	35	36	54	48	54	54	50	54	52	48	60	53	56	38	51	49	49	43	53	58	46	51	49	53	54	47	48	48	57	49	40	49	44	44	66	55	43	49	50	53	50	44	43	51	60	42	52	43	42	50	48	47	43	53	47	52	52	36	56	56	50	52	52	47	39	49	54	59	47	52	54	44	51	45
ind7	41	58	44	64	54	46	49	42	60	42	55	59	53	46	42	36	53	50	41	47	50	56	50	49	45	51	46	55	48	51	46	52	51	47	58	42	51	34	41	42	46	47	63	42	40	57	57	42	55	58	52	51	46	43	36	53	46	42	43	51	40	48	49	42	40	60	40	43	67	45	41	50	50	59	65	45	50	44	45	48	51	45	37	57	41	36	46	49	51	47	46	55	49	43	48	59	42	56	52	52
ind8	61	52	40	50	54	50	47	46	62	43	59	50	57	45	46	55	57	58	44	48	51	42	59	56	64	42	50	47	41	35	52	55	40	50	52	52	37	40	48	45	49	44	68	55	44	55	51	51	47	49	49	39	52	59	53	56	55	44	61	48	38	53	51	66	51	55	45	46	60	49	60	58	46	54	51	60	38	42	44	43	56	56	46	52	54	50	48	46	52	32	53	51	52	42	48	43	59	48	58	48
ind9	44	34	48	55	54	64	43	65	41	54	50	39	53	56	60	54	42	47	56	49	50	62	52	59	55	50	41	52	53	57	50	57	46	49	56	43	56	71	48	44	55	67	47	47	55	58	46	53	42	48	47	51	49	43	58	51	36	37	42	52	58	41	41	64	44	34	47	46	51	54	55	46	44	43	58	56	41	61	46	42	41	40	62	42	48	54	39	54	45	62	50	47	49	40	46	51	54	50	45	45
ind10	48	60	47	55	49	57	49	51	37	52	53	49	46	53	40	52	49	54	55	60	60	57	62	51	54	39	67	48	46	61	33	50	37	49	54	62	46	67	48	45	61	48	34	42	51	54	43	38	40	47	72	45	54	46	44	52	70	51	50	54	55	47	36	59	38	48	50	39	50	59	42	60	51	47	59	53	47	58	47	53	49	50	43	50	39	56	52	48	46	61	55	60	47	46	45	44	57	42	42	39
