loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind1	38	50	41	53	46	51	51	49	43	49	63	67	46	52	50	46	45	51	64	55	48	55	64	46	44	41	43	56	55	40	55	52	39	53	61	51	58	48	42	49	53	48	39	64	46	49	56	53	40	55	41	56	43	48	54	46	50	52	46	53	39	49	54	56	52	45	39	51	62	41	47	48	56	44	56	45	39	47	48	57	45	41	56	48	52	63	57	48	49	60	53	49	52	48	54	56	46	54	43	44
ind2	47	45	51	35	52	44	45	47	50	46	48	50	48	49	41	58	43	50	33	53	54	44	49	51	45	61	43	56	51	47	60	36	48	46	61	55	45	46	53	52	48	71	55	58	49	53	50	44	54	61	47	46	49	45	58	49	56	49	61	50	41	60	52	34	45	50	51	35	45	55	47	58	52	56	39	38	40	53	54	54	55	51	42	47	48	53	63	47	57	50	50	53	49	49	56	41	32	58	60	50
ind3	48	56	62	52	56	45	46	47	55	43	42	47	47	35	51	52	56	62	45	54	53	49	43	39	45	49	48	47	52	50	56	58	46	44	53	45	50	49	49	48	43	56	38	53	45	55	52	50	58	43	51	53	36	50	52	39	61	37	49	55	55	54	41	53	43	47	35	48	51	51	41	50	52	51	52	53	57	59	57	62	35	47	29	53	54	47	41	53	49	32	56	65	43	66	56	47	46	44	47	38
ind4	55	47	38	49	56	40	48	56	56	41	55	38	47	42	43	57	44	54	43	51	51	47	47	50	59	51	56	57	50	58	36	54	42	53	57	52	52	48	63	45	49	50	48	53	43	54	50	47	68	56	55	47	48	55	54	62	55	52	44	35	58	51	42	33	58	44	47	58	45	51	49	45	46	49	59	51	66	55	49	52	60	46	55	49	44	39	51	53	53	61	40	51	51	54	52	49	44	49	54	47
ind5	46	55	57	44	48	49	55	56	50	51	70	53	54	52	42	63	57	50	46	37	50	34	41	65	49	44	54	50	44	55	55	48	55	40	65	47	41	67	43	62	46	47	54	47	56	46	40	55	53	55	33	54	50	54	55	55	62	41	38	43	44	45	48	47	47	48	56	51	36	54	52	50	40	48	59	44	52	61	46	46	56	49	47	58	49	31	46	50	38	44	62	56	46	48	41	54	47	57	66	55
ind6	45	43	54	52	36	60	57	46	53	52	64	60	51	36	47	51	41	42	47	46	51	50	60	44	49	44	48	43	39	47	53	41	53	51	46	46	52	59	51	69	52	57	37	51	47	52	52	54	46	40	48	47	45	43	60	47	73	69	62	58	45	51	56	53	46	51	54	51	59	45	42	62	51	56	45	56	54	50	44	52	51	37	58	57	45	47	66	47	45	43	41	42	48	53	46	52	49	55	49	50
ind7	56	52	42	48	41	51	51	52	57	52	56	50	59	51	37	42	46	43	50	49	60	47	53	29	33	51	47	55	49	43	52	45	49	57	50	45	53	48	48	50	50	49	56	44	52	56	52	66	56	58	55	51	54	50	64	42	51	47	55	63	50	62	60	42	40	40	50	46	58	48	63	38	40	55	51	46	42	51	42	48	50	48	56	60	58	54	48	50	59	54	54	51	54	49	52	46	49	62	46	41
ind8	46	59	41	42	52	65	54	45	52	51	64	48	52	56	43	46	50	40	63	54	45	51	51	45	47	52	44	39	61	44	45	63	69	46	60	57	53	65	49	58	47	63	39	49	35	64	43	48	45	57	61	44	59	45	43	45	49	43	47	51	49	49	56	54	47	51	47	55	47	58	45	50	48	51	37	62	72	51	52	60	46	40	45	57	59	52	66	54	48	55	58	52	48	45	49	48	49	50	51	47
ind9	52	57	57	37	42	60	46	37	58	52	57	48	52	42	50	58	56	61	52	43	48	46	58	42	41	37	40	57	48	44	47	50	49	37	52	38	55	54	48	58	59	53	46	53	50	44	50	39	47	61	63	56	44	48	46	48	54	56	54	49	38	56	40	43	46	48	55	64	57	51	56	41	47	38	69	51	52	55	37	65	49	50	50	50	44	49	50	38	57	45	59	57	48	42	51	54	55	39	48	53
ind10	42	51	43	44	47	43	43	54	50	36	52	54	49	37	48	55	41	53	60	52	42	54	49	64	45	39	54	59	52	44	53	40	58	54	51	44	49	48	59	50	48	41	55	42	47	54	47	44	59	43	49	58	42	59	59	45	44	52	38	55	51	54	59	58	56	37	44	49	49	55	36	41	48	50	50	47	56	49	34	43	47	46	53	57	53	55	61	52	45	48	55	36	42	55	49	51	52	60	50	50
