loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind1	3	6	7	7	7	7	7	3	5	5	4	4	9	5	4	4	5	3	7	3	8	7	3	6	4	4	4	6	8	8	6	8	4	7	3	5	4	2	4	5	5	5	2	8	3	6	3	3	3	4	4	3	3	5	5	6	5	8	6	5	3	2	10	7	6	2	6	3	4	3	8	4	6	3	3	6	6	7	6	9	2	6	5	7	3	5	6	5	3	7	5	4	3	7	7	6	4	5	9	3
ind2	5	3	7	8	6	6	4	4	9	3	5	5	2	3	4	7	3	8	6	6	6	11	6	4	7	2	9	6	7	3	8	0	4	2	2	7	2	4	3	5	4	2	1	5	7	5	4	4	8	6	8	5	6	5	4	4	1	10	3	3	9	4	5	6	9	3	7	3	7	3	7	5	3	9	3	7	3	5	6	5	3	8	6	5	4	4	2	4	5	9	2	6	4	3	4	8	4	6	3	5
ind3	5	6	4	7	2	4	5	6	4	3	6	3	5	3	3	8	4	4	4	7	7	6	9	4	8	4	4	7	3	4	6	4	4	7	4	7	8	3	5	3	3	5	7	5	5	5	5	2	3	1	3	5	4	7	4	5	8	10	6	7	4	7	6	6	7	4	7	4	4	6	2	7	1	1	5	4	7	4	5	2	6	6	8	2	11	8	3	8	8	5	3	6	6	9	2	5	6	3	6	9
ind4	5	3	5	7	4	2	4	5	7	6	6	5	7	7	7	6	5	7	2	1	1	3	5	4	5	4	8	5	3	3	6	5	2	4	10	3	3	8	9	5	1	4	2	2	2	4	4	4	5	3	8	7	6	2	2	2	7	3	6	9	3	3	4	9	6	5	3	5	3	3	3	2	4	5	4	6	2	6	3	7	7	3	3	4	6	6	7	5	7	4	3	6	4	4	5	1	5	1	4	4
ind5	4	5	7	3	6	6	5	4	6	7	9	5	7	5	2	6	3	6	8	7	12	3	7	6	4	4	4	4	4	7	4	5	6	7	8	7	6	8	3	2	7	9	4	4	9	2	6	5	4	6	3	5	1	9	4	5	0	4	5	3	6	4	9	4	7	6	3	7	7	2	3	5	11	6	6	7	8	8	4	6	5	5	10	3	7	3	8	3	5	8	5	5	2	2	6	9	5	8	1	5
ind6	4	6	4	11	4	5	4	5	4	6	1	5	4	2	4	5	5	7	4	4	4	5	5	3	5	8	7	9	9	6	5	7	3	6	1	4	9	2	2	3	6	4	5	2	2	8	6	3	4	4	5	6	3	7	3	5	1	4	6	6	4	6	5	3	5	7	3	3	3	3	3	9	2	7	7	3	3	8	3	2	2	2	8	7	5	2	5	5	1	7	4	1	5	2	3	1	0	4	6	4
ind7	6	12	2	4	9	4	6	7	4	3	7	4	4	5	5	5	5	1	5	4	2	5	5	6	3	4	7	2	6	6	2	5	8	1	6	6	6	2	5	6	5	2	5	6	1	5	5	4	3	3	5	2	10	5	3	3	4	5	7	1	8	5	7	2	6	7	3	4	3	5	6	8	8	10	5	8	3	1	6	3	10	7	5	11	6	4	5	1	4	4	6	5	4	3	3	4	5	3	3	6
ind8	8	6	8	7	3	3	8	4	3	10	9	2	5	4	5	6	9	3	6	5	7	7	9	6	8	6	4	5	7	6	5	7	9	5	8	7	5	6	3	5	9	1	2	10	0	4	5	9	6	5	5	6	7	2	7	8	12	7	5	10	7	5	6	4	3	6	4	6	2	4	5	6	4	1	7	3	6	4	5	3	3	6	3	7	3	8	3	4	3	4	7	8	5	5	0	5	6	6	9	4
ind9	3	3	4	3	4	6	5	3	5	4	4	8	5	5	7	0	5	6	2	5	6	6	5	5	4	3	7	7	8	8	8	3	7	5	5	3	5	7	4	5	3	2	4	4	3	5	4	5	7	2	3	3	6	6	7	5	9	5	5	11	3	5	4	8	3	3	5	6	6	5	4	10	9	4	6	2	5	5	6	4	3	3	2	3	4	3	2	4	1	6	4	6	5	7	7	7	4	5	7	2
ind10	4	3	5	6	3	4	7	2	1	5	6	2	3	10	4	5	6	7	3	2	3	4	2	1	5	4	3	10	5	4	6	5	13	4	3	5	2	3	6	5	6	11	4	3	3	1	6	7	9	5	10	5	4	5	5	6	1	7	7	4	9	8	5	5	5	2	2	5	6	2	3	5	5	5	3	3	8	7	7	6	11	4	6	8	5	8	4	2	10	8	7	2	4	3	7	4	6	5	3	4
