loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind1	48	45	54	43	41	62	59	41	52	44	50	52	53	56	59	44	51	43	49	42	44	45	52	61	48	44	50	57	53	50	45	49	48	65	46	38	53	45	47	48	56	61	52	53	42	48	38	39	47	52	50	40	56	57	39	47	39	56	37	39	64	55	46	45	47	61	40	52	44	54	52	35	47	55	58	48	68	39	42	61	42	45	38	38	52	52	45	53	63	50	39	51	48	51	53	57	52	51	45	45
ind2	60	37	46	37	47	53	50	41	45	56	67	54	40	47	41	48	47	51	51	62	50	44	46	52	65	50	59	50	49	52	43	48	44	53	52	52	50	43	58	46	38	43	52	53	61	48	47	52	46	34	57	55	42	42	59	48	36	61	38	54	64	42	49	43	43	51	43	34	46	54	48	47	52	47	54	45	47	48	60	46	44	42	44	55	60	45	43	54	49	45	57	44	51	57	57	48	46	38	54	37
ind3	50	48	63	50	44	51	37	56	53	55	53	49	58	57	50	45	42	44	49	49	54	38	47	40	55	40	45	36	58	55	52	54	50	49	50	53	43	61	43	42	55	44	65	45	47	37	45	38	42	54	53	50	51	51	51	61	53	52	61	47	60	46	42	58	34	52	43	65	53	51	47	47	50	47	44	58	51	45	51	53	48	43	51	36	49	51	52	43	41	61	52	49	59	38	49	51	36	41	58	59
ind4	55	56	51	35	41	60	60	54	43	46	49	46	70	52	45	40	58	50	41	55	54	51	42	51	55	42	42	61	55	62	52	50	43	37	48	47	58	47	60	49	60	52	57	43	45	50	59	42	41	36	57	49	53	51	52	36	50	50	44	36	54	50	56	52	54	55	54	49	44	55	47	38	64	51	43	39	54	50	50	54	50	61	39	49	43	45	49	50	50	32	55	47	54	46	52	56	59	41	61	49
ind5	36	51	54	46	44	46	63	45	63	53	53	55	57	52	36	47	43	58	48	53	48	56	48	47	47	51	48	52	55	45	47	50	61	45	48	62	50	47	50	58	59	46	48	60	51	59	56	43	48	64	40	59	49	59	62	63	38	39	43	55	48	51	59	48	56	37	55	56	55	51	51	49	49	53	50	51	58	54	46	51	51	49	46	44	49	53	50	43	47	57	62	58	52	45	50	60	49	49	43	51
ind6	39	45	46	70	60	44	58	48	51	46	53	43	43	51	51	52	46	55	46	46	54	54	51	52	53	45	47	46	42	49	46	53	46	46	49	52	55	58	52	40	38	64	68	45	52	40	51	51	51	45	48	56	58	44	35	52	59	48	53	53	41	35	42	41	53	42	54	42	53	33	60	38	44	45	58	60	46	41	42	57	56	47	47	58	40	52	48	46	51	44	50	41	56	59	38	58	41	51	54	52
ind7	44	44	63	44	56	52	49	54	50	38	46	43	42	54	49	40	58	56	53	49	42	45	63	40	60	52	51	43	55	42	44	51	38	53	44	50	42	48	49	42	45	41	44	61	53	48	52	46	53	45	58	58	50	38	55	60	56	58	46	49	46	44	49	43	73	52	55	57	40	67	40	46	53	55	42	53	49	40	48	42	44	47	51	55	51	48	45	45	64	60	60	48	42	53	58	48	50	58	54	52
ind8	43	58	47	46	50	53	57	56	44	53	62	54	58	47	47	43	49	43	48	64	48	57	51	52	43	49	49	50	56	61	61	46	58	47	53	51	55	54	55	45	45	37	48	38	47	43	55	55	53	54	57	58	44	67	46	36	55	51	64	61	49	56	49	47	51	51	59	45	48	55	52	56	50	60	43	53	46	48	54	38	43	57	43	52	55	46	40	52	38	48	57	51	45	46	40	43	49	51	52	38
ind9	55	48	51	46	58	48	50	51	46	60	42	57	40	54	48	46	53	51	39	42	46	48	46	54	45	48	39	39	58	49	48	54	60	50	59	52	45	45	54	37	44	50	57	51	51	51	41	58	52	52	57	51	49	47	45	44	53	43	41	56	58	48	55	58	52	52	60	47	48	63	49	54	47	52	49	50	50	51	57	41	58	47	43	50	50	38	40	48	49	49	49	66	59	65	47	58	50	32	45	51
ind10	56	68	38	58	43	55	63	44	41	51	47	49	42	56	39	48	62	54	48	50	53	48	40	38	59	51	37	53	45	47	45	50	44	53	55	47	40	39	51	46	46	56	50	55	52	48	58	52	44	46	44	55	52	46	57	54	40	52	43	47	47	47	50	45	38	57	61	48	57	58	54	61	47	54	45	56	38	50	57	36	56	36	45	51	50	55	53	40	34	40	43	58	35	66	50	58	62	51	49	51
