loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind1	0	0	0	9	1	1	0	2	1	0	2	1	0	0	0	1	0	0	0	12	15	0	0	1	9	11	1	23	0	0	1	2	2	0	0	0	11	0	1	0	2	5	2	0	14	0	2	10	1	16	0	2	0	0	0	14	0	4	0	0	0	1	22	0	14	1	1	1	0	2	1	0	0	1	1	1	15	0	0	1	0	13	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	0
ind2	0	0	1	15	1	1	0	0	1	1	0	0	14	0	0	0	0	1	15	1	0	16	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	17	9	11	1	14	0	1	0	13	14	0	0	0	10	0	1	2	1	17	1	0	2	0	0	0	2	1	0	0	25	0	10	0	1	0	0	0	0	0	1	2	0	1	9	0	0	1	0	1	1	0	1	0	8	1	0	9	1	1	0	0
ind3	14	9	1	1	0	0	0	1	10	0	28	0	0	0	0	1	0	0	16	2	2	4	1	0	0	0	0	15	1	0	1	12	1	2	0	0	3	1	0	1	0	0	1	10	0	0	0	0	0	0	0	0	0	0	1	0	2	9	0	14	0	14	0	0	0	0	0	10	0	0	0	1	10	0	0	0	0	2	2	15	0	0	0	0	1	0	15	3	1	0	0	0	0	0	0	1	1	2	11	0
ind4	0	1	0	0	0	13	1	1	13	1	1	0	0	0	1	0	0	1	13	0	0	1	1	1	11	0	1	0	1	0	1	0	5	0	0	1	1	0	1	18	0	1	12	0	0	0	0	0	1	0	1	1	1	1	0	1	1	0	0	16	12	0	16	0	10	1	0	0	1	0	11	0	0	22	2	1	1	0	0	14	1	0	12	0	0	0	17	8	1	0	2	3	1	0	1	17	0	0	0	2
ind5	0	2	0	16	12	10	18	16	2	1	1	0	0	11	10	1	1	1	1	0	0	1	1	45	2	0	16	0	1	13	0	14	0	0	0	0	15	0	1	0	2	0	3	1	0	0	0	0	1	1	1	1	1	0	1	1	20	0	1	0	9	0	1	1	0	1	2	13	2	0	0	1	0	0	0	1	0	0	2	0	2	0	0	0	21	0	1	0	1	1	0	2	0	1	0	0	0	20	16	6
ind6	1	4	0	0	0	1	1	14	0	2	1	1	0	1	0	0	0	0	2	12	1	1	0	0	14	10	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	16	0	3	1	10	11	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	2	14	0	1	0	1	9	1	0	1	0	0	9	2	1	0	0	0	1	17	0	1	0	1	14	2	11
ind7	0	1	0	0	27	11	0	18	0	0	0	2	1	0	0	13	15	11	11	16	14	0	6	8	13	0	1	0	2	0	0	0	14	0	1	12	18	0	0	10	0	1	0	1	16	8	0	16	1	1	9	0	0	14	1	0	2	0	0	17	2	0	0	0	2	11	0	11	14	1	0	1	0	0	10	2	0	1	2	13	15	10	14	0	0	0	0	11	0	6	14	0	0	0	0	12	0	9	0	1
ind8	0	0	1	1	1	14	0	1	0	0	1	12	2	1	0	2	1	1	0	2	9	1	1	11	0	0	1	0	16	0	13	2	0	16	19	0	1	0	0	0	1	0	14	2	0	1	10	2	16	0	0	1	1	0	15	2	18	0	1	0	0	0	0	0	0	1	2	10	0	1	0	0	14	0	0	1	1	1	0	1	2	1	0	1	8	0	0	0	0	10	6	0	0	21	1	0	1	0	0	0
ind9	0	14	16	0	12	10	0	13	0	0	0	1	6	0	1	1	0	1	0	0	14	0	15	1	0	0	0	0	0	0	0	1	1	1	1	17	0	1	0	0	12	0	2	1	0	10	0	18	0	0	11	0	0	0	13	0	12	1	12	0	0	0	0	0	19	2	1	21	0	0	0	0	15	0	0	0	0	1	1	0	0	1	1	0	0	1	9	0	19	1	10	0	2	2	0	1	2	0	14	0
ind10	2	20	2	0	20	0	0	1	0	12	0	0	0	0	0	0	0	0	0	3	13	0	0	0	1	0	3	0	16	0	0	15	1	1	0	0	0	15	0	0	0	0	0	0	21	0	1	0	1	1	0	11	0	0	0	2	17	1	0	0	1	8	0	20	0	10	9	0	1	0	0	0	0	20	1	15	0	1	1	1	13	0	2	20	0	14	7	0	7	0	0	0	0	25	0	29	0	0	0	12
ind11	1	0	0	0	1	13	16	2	0	13	1	15	0	0	0	11	0	1	1	1	0	1	1	1	0	0	0	3	0	1	0	1	9	0	1	0	0	2	3	0	1	1	1	1	1	0	21	0	10	0	16	13	0	0	10	1	2	12	0	0	1	0	0	0	1	0	19	0	1	0	0	0	2	2	8	0	1	2	1	1	14	10	0	0	11	0	0	15	0	1	11	0	2	11	1	0	14	12	0	2
ind12	1	19	19	0	1	0	19	0	0	0	13	0	0	0	0	0	3	1	0	0	0	1	2	11	17	1	0	18	10	1	0	0	0	0	1	1	0	15	13	3	1	0	0	9	0	6	0	8	0	2	12	0	1	0	2	0	1	11	0	0	1	1	0	1	0	12	0	0	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	6	0	0	0	0	0	1	0	2
ind13	0	2	9	14	8	1	1	0	0	0	13	1	16	0	3	0	0	0	0	0	0	0	0	0	1	9	0	0	1	0	0	0	0	1	9	0	0	1	1	0	17	20	0	0	19	21	2	19	28	0	8	1	11	0	1	0	2	14	0	0	15	0	1	0	20	0	0	15	1	1	1	20	0	12	11	13	0	0	0	1	12	0	0	3	0	2	0	0	1	14	0	2	11	3	1	1	1	1	0	0
ind14	1	15	11	7	11	0	16	0	1	0	16	1	0	2	0	0	0	1	1	12	0	1	1	1	13	0	0	1	24	0	4	0	0	22	0	1	0	0	1	0	0	0	1	10	25	0	0	0	0	1	0	0	1	3	18	1	1	0	0	0	11	17	0	0	19	0	2	15	19	1	0	0	1	0	0	1	0	0	0	0	1	2	1	2	11	0	16	1	2	1	0	14	1	0	1	0	0	2	1	0
ind15	12	1	0	18	1	0	16	1	0	0	0	0	0	35	1	0	1	0	0	0	1	1	0	1	0	15	1	0	14	7	16	1	1	3	12	0	0	16	1	0	1	2	1	1	0	0	1	10	23	1	1	0	1	2	0	1	8	1	2	0	0	0	20	0	1	0	0	0	0	16	2	12	0	0	0	1	0	0	0	0	1	1	14	1	0	2	0	0	0	13	0	0	1	6	11	0	0	0	1	0
ind16	0	1	1	1	2	0	16	0	0	0	1	0	0	0	1	0	2	0	0	0	14	0	1	1	0	2	2	0	1	2	2	0	13	0	0	0	0	1	10	1	2	1	1	1	0	1	0	0	6	0	15	0	0	0	0	8	0	14	1	9	0	0	11	0	17	1	0	0	0	0	1	11	0	12	2	1	0	0	0	0	1	0	1	2	11	0	2	0	0	0	11	0	1	0	0	0	0	0	2	3
ind17	1	0	0	0	0	1	21	13	1	2	0	6	0	0	0	1	17	0	13	0	1	0	1	1	0	1	1	14	2	0	0	0	1	0	1	0	0	2	2	29	0	2	17	0	1	2	0	0	0	2	13	1	1	1	11	1	16	0	11	1	8	0	0	7	0	1	0	2	0	1	18	2	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	15	18	0	0	0	0	0	0	0	1
ind18	0	1	1	11	0	1	1	1	13	10	1	0	12	1	0	0	1	0	0	1	0	0	2	2	0	1	11	1	0	0	1	13	0	1	13	0	10	1	0	0	12	1	0	0	0	0	10	0	0	10	1	0	0	0	0	0	1	1	0	1	6	1	16	0	0	1	0	1	1	0	0	0	0	2	0	0	15	0	1	0	0	0	8	0	0	17	1	0	15	1	0	0	14	0	0	0	0	1	3	0
ind19	11	0	0	1	0	0	2	0	9	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0	12	1	0	3	1	1	0	1	17	1	0	10	0	1	1	1	0	16	0	0	0	1	1	0	0	16	0	0	14	0	1	0	0	8	1	0	0	1	0	3	1	1	0	0	1	1	0	2	0	9	0	1	2	12	0	1	0	1	1	0	1	1	0	1	0	0	0	0	2	0	0	1	0	1
ind20	0	0	0	1	1	1	9	10	10	0	0	0	7	7	0	1	0	0	23	1	0	11	0	0	0	21	1	18	0	0	16	12	0	0	0	16	0	0	19	7	2	0	0	0	0	14	2	16	2	0	1	1	1	16	0	1	0	12	1	3	0	0	0	0	1	13	1	0	9	0	0	1	0	1	1	1	2	0	0	0	1	0	0	0	1	0	13	13	0	14	24	10	0	0	1	0	0	15	8	0
