loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind1	53	57	61	49	41	59	53	46	55	49	45	47	57	54	49	57	44	60	51	52	57	49	45	61	40	52	50	53	47	55	55	47	52	44	50	44	48	55	47	59	42	46	44	48	45	48	59	47	50	42	58	58	55	45	50	45	40	55	39	53	48	55	58	53	37	41	41	60	43	44	47	45	51	55	44	52	55	52	51	55	53	49	56	34	57	51	54	51	49	52	37	44	40	53	59	40	51	35	50	47
ind2	44	60	49	40	69	56	47	48	42	42	64	49	44	60	43	52	51	45	53	54	49	46	47	56	43	45	45	66	49	52	44	40	53	57	52	58	53	50	60	60	53	33	55	50	54	41	41	52	49	51	54	57	61	49	51	48	49	47	45	63	42	41	44	47	59	59	56	39	56	56	47	46	47	50	48	40	49	50	45	53	41	56	52	55	36	56	48	48	53	47	45	49	39	35	56	45	48	50	41	62
ind3	60	32	52	53	41	57	63	56	47	53	67	47	41	52	33	49	53	42	47	41	51	47	52	45	51	52	44	43	55	38	46	47	54	48	48	61	42	46	51	51	46	54	40	38	48	41	55	46	50	41	36	50	53	52	57	56	42	50	43	44	69	46	34	61	61	54	66	39	50	42	50	49	47	46	38	44	47	47	67	46	61	43	46	42	54	46	52	46	62	53	53	52	52	48	64	47	69	40	50	51
ind4	54	37	33	53	50	45	48	48	47	40	56	50	45	56	42	53	57	53	56	55	46	45	49	49	60	55	48	38	44	65	54	52	41	51	38	61	52	50	57	57	64	60	45	55	61	50	59	64	48	53	37	47	56	52	52	47	60	60	56	48	49	50	37	44	57	47	48	40	54	61	51	48	55	48	58	45	46	49	44	58	46	53	45	61	57	42	59	47	42	39	62	50	38	50	64	64	43	54	49	56
ind5	67	46	49	49	54	46	48	58	40	51	48	49	54	58	51	44	42	49	43	49	48	37	39	62	59	46	52	52	63	44	67	48	34	55	56	53	51	64	49	56	41	59	53	47	38	40	44	52	50	37	49	44	50	46	78	54	50	51	41	40	50	53	48	53	51	34	44	41	49	51	44	45	50	46	45	47	49	37	42	42	42	33	43	49	53	59	43	46	42	50	46	42	59	54	49	52	56	45	48	50
ind6	60	45	49	57	48	58	52	53	50	61	49	62	41	56	40	57	49	53	54	51	51	35	44	51	69	47	62	49	63	54	45	44	46	46	50	50	50	49	53	44	39	48	53	42	51	55	55	49	55	41	59	47	51	53	53	48	57	33	46	44	60	39	45	60	56	56	44	43	45	50	60	63	58	42	49	46	50	51	51	52	62	36	56	43	53	54	37	55	47	58	35	37	49	67	60	48	55	58	56	45
ind7	43	59	57	38	56	60	47	49	52	50	50	43	44	60	46	44	59	51	48	59	52	43	43	49	32	51	49	54	36	42	52	39	41	52	44	47	47	58	62	41	48	49	60	53	54	49	40	47	42	51	45	46	49	54	47	47	64	55	48	43	55	53	52	42	52	43	51	45	52	42	51	37	56	56	45	44	48	56	51	51	46	46	33	46	48	51	46	49	45	51	54	52	48	54	48	48	51	52	51	49
ind8	59	45	57	39	56	47	46	34	44	48	69	39	44	50	45	46	44	54	62	50	66	53	46	46	45	46	45	47	54	62	67	36	59	63	42	52	55	35	44	43	53	56	49	58	49	41	55	53	44	45	46	47	57	46	46	35	59	45	47	48	45	37	45	69	44	54	45	43	52	48	49	52	62	53	64	47	42	46	50	43	48	43	43	51	54	41	51	59	47	57	63	40	54	52	43	46	45	45	50	44
ind9	52	38	43	59	46	63	57	52	39	51	45	56	39	52	50	38	54	48	49	46	53	46	57	44	49	61	65	42	45	47	41	42	49	54	32	52	49	55	43	52	52	46	52	45	59	54	44	55	35	50	48	63	54	50	48	55	54	51	44	51	52	46	58	56	57	43	48	57	45	61	40	46	55	46	61	34	48	43	37	53	41	48	47	46	46	53	42	48	44	45	55	31	49	45	46	45	65	35	57	60
ind10	37	51	61	65	48	43	61	51	61	65	46	50	52	47	51	54	59	44	51	51	44	54	47	56	41	41	48	45	31	51	40	64	54	47	44	52	59	46	46	42	50	61	48	53	48	42	60	49	47	46	43	49	66	62	53	54	48	48	32	49	48	66	44	38	45	59	50	58	45	49	66	47	56	46	61	49	46	41	54	61	35	47	39	53	54	51	41	40	46	44	50	42	54	42	48	47	61	54	39	56
