loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind1	2	3	6	13	0	0	6	3	7	6	2	3	6	0	4	4	2	0	3	3	4	10	7	0	1	5	2	3	0	0	10	0	1	4	4	10	5	2	2	4	1	3	3	3	13	2	1	0	7	6	10	6	5	0	9	9	3	4	3	10	8	4	6	7	12	4	3	5	7	7	8	2	8	0	3	2	4	5	9	8	0	0	1	3	2	3	12	0	0	0	1	5	4	5	5	5	2	9	2	11
ind2	3	2	2	0	3	0	5	0	3	1	0	0	5	8	2	0	8	6	0	14	0	0	3	12	0	10	4	10	8	0	0	0	4	5	10	6	0	0	6	13	1	2	0	1	2	0	5	2	10	2	1	8	3	2	3	0	0	2	7	0	4	6	1	3	1	0	10	7	1	2	0	2	6	1	6	6	0	7	5	4	11	6	7	0	1	5	10	3	3	9	4	4	4	2	1	7	4	4	0	5
ind3	0	13	2	1	11	9	0	4	2	8	3	9	14	0	2	6	6	1	7	2	3	0	7	6	9	1	5	0	13	4	4	4	1	4	17	4	1	2	9	11	6	1	4	1	6	4	9	8	4	0	0	3	3	3	8	1	0	0	8	5	1	6	2	8	3	12	8	1	3	5	3	9	0	8	1	1	7	3	2	2	9	0	8	2	4	6	2	3	2	2	8	2	4	4	4	5	3	7	8	4
ind4	5	0	4	5	5	2	4	3	5	0	0	0	2	4	1	0	2	7	3	1	0	4	0	10	8	4	8	5	4	0	2	0	4	5	0	0	9	2	4	0	5	4	9	0	1	1	3	3	5	8	0	5	1	1	1	1	3	0	8	4	6	1	1	9	0	2	4	2	0	6	8	5	10	6	1	0	7	0	5	3	7	1	4	5	4	13	6	6	2	12	4	9	6	0	4	4	6	1	0	3
ind5	3	0	3	7	3	3	5	2	3	3	4	3	6	0	11	3	5	5	0	14	4	4	2	2	6	10	4	10	4	4	2	2	5	1	5	4	11	0	3	5	7	9	8	8	3	3	2	1	4	7	0	14	16	2	10	6	4	1	7	0	8	2	7	4	2	5	0	2	5	10	4	2	1	1	6	1	3	8	5	0	4	5	8	7	2	4	2	3	1	2	2	0	3	0	0	3	0	3	9	10
ind6	4	0	0	5	0	2	0	7	15	6	7	3	0	2	0	3	7	1	6	8	8	10	3	12	3	2	3	6	5	3	0	3	3	0	2	5	3	4	5	7	3	4	4	8	3	0	5	0	7	0	1	4	4	1	0	0	8	8	4	7	5	8	0	3	3	7	11	6	10	2	2	3	1	0	3	2	4	4	0	1	3	2	3	8	1	5	1	2	12	5	4	9	4	5	3	0	3	9	1	4
ind7	3	0	12	11	0	4	6	0	5	1	9	6	3	3	13	8	5	2	2	4	0	0	2	7	12	6	10	1	0	5	0	1	4	7	6	8	7	0	11	1	5	5	2	5	0	6	3	2	3	11	5	8	15	1	2	6	3	2	7	4	6	11	2	7	4	0	5	0	0	7	12	2	0	3	4	0	2	1	0	8	10	14	5	4	11	1	0	9	4	7	5	7	9	6	4	9	3	2	4	1
ind8	4	3	4	18	4	1	4	3	3	12	0	9	0	3	2	2	9	2	7	5	7	6	4	9	1	0	4	2	6	9	0	10	5	4	0	5	6	4	12	0	2	1	10	6	5	5	4	4	3	2	0	7	2	3	4	8	9	1	4	0	0	2	0	6	0	4	7	3	6	2	6	7	4	3	2	1	0	5	2	7	2	3	1	0	3	6	2	4	4	7	0	16	5	7	6	4	14	2	3	6
ind9	1	4	0	2	1	0	0	5	8	2	11	10	6	9	2	9	3	1	8	4	4	2	0	2	4	6	2	10	4	0	5	5	11	1	3	11	1	3	2	5	5	4	6	1	7	2	7	4	4	0	4	3	10	4	14	7	0	1	0	3	5	4	2	1	2	4	4	5	5	2	1	1	3	4	5	5	3	4	4	0	3	2	1	4	1	2	5	7	2	3	1	3	0	8	0	4	5	0	0	3
ind10	10	8	0	9	5	7	6	8	12	0	3	2	3	2	3	14	4	2	6	0	4	2	3	9	9	7	0	0	5	11	9	17	1	2	5	5	0	3	0	3	1	0	1	4	11	6	7	0	2	1	0	1	8	3	1	5	0	1	13	6	2	1	1	2	3	7	1	7	2	0	4	5	2	3	14	12	4	1	1	0	0	1	4	4	5	5	7	5	0	2	3	5	3	4	3	7	8	1	3	5
ind11	3	0	0	9	1	0	3	7	0	9	9	5	0	5	0	3	17	1	6	3	8	0	9	3	7	4	6	10	2	6	9	2	0	5	5	16	4	0	4	2	3	3	2	3	6	11	4	0	0	3	1	3	4	4	8	8	5	2	3	1	1	7	0	2	0	8	1	3	6	2	1	1	4	11	4	0	5	1	1	6	3	0	11	8	2	9	0	5	4	0	7	0	2	4	10	10	0	1	8	3
ind12	2	1	3	0	1	2	12	1	2	3	8	11	8	3	0	0	4	4	11	3	2	0	8	4	2	8	3	6	3	5	2	2	4	0	10	3	0	10	14	0	0	0	9	0	4	3	6	6	3	5	0	6	1	11	8	4	4	2	0	6	7	0	0	7	0	0	4	6	9	0	0	0	6	1	1	3	2	8	2	9	8	3	5	5	8	2	1	2	4	0	5	7	12	6	12	0	0	2	7	3
ind13	1	4	0	0	6	5	0	9	13	0	0	2	4	0	3	5	7	5	1	5	7	5	3	0	4	1	5	0	5	5	6	5	3	5	2	1	3	6	4	1	4	8	0	10	4	9	0	13	2	8	6	0	0	0	2	0	9	7	1	6	14	3	6	8	1	10	0	0	4	5	6	7	6	2	0	7	2	0	1	0	4	0	0	2	5	3	2	4	0	6	1	6	1	7	4	5	6	11	3	15
ind14	0	9	7	0	4	12	0	4	4	10	6	3	3	3	2	0	1	5	4	10	6	0	1	5	5	10	3	0	1	10	7	3	2	2	4	7	3	7	13	11	3	1	7	0	5	4	2	2	5	3	7	7	6	1	0	5	4	3	2	0	3	6	8	10	3	6	3	2	5	0	12	2	3	4	4	4	0	8	1	0	2	0	5	1	5	0	3	8	7	0	1	3	5	4	4	8	3	2	0	1
ind15	3	11	1	11	3	5	4	1	2	1	4	6	9	4	1	2	1	0	9	0	1	6	7	5	6	1	2	12	0	0	9	3	6	6	5	9	3	4	2	8	6	5	0	0	5	4	11	21	0	1	3	2	3	3	9	11	0	11	7	5	1	6	7	3	1	4	9	0	5	1	5	5	4	0	4	3	4	12	7	0	10	1	10	7	4	0	4	4	7	0	6	0	10	2	5	3	0	2	4	5
ind16	3	2	3	0	3	0	1	8	2	4	2	1	5	1	8	7	3	4	4	1	4	4	5	2	0	1	7	2	2	2	1	3	6	6	2	2	7	3	0	0	4	3	5	4	1	2	0	5	12	3	3	0	1	6	0	0	7	7	1	2	5	1	8	16	2	0	0	3	13	2	2	2	3	13	4	9	12	5	4	3	7	5	0	0	5	8	3	5	5	5	7	3	1	6	5	4	3	4	3	5
ind17	2	1	11	17	0	1	4	3	1	3	4	0	2	4	5	3	1	2	5	0	5	9	6	0	4	0	0	0	1	3	2	3	7	6	2	1	6	0	4	0	5	15	0	4	5	1	12	3	0	14	11	10	3	3	4	1	4	0	5	5	1	0	0	4	4	3	0	4	2	0	1	7	8	1	9	0	6	5	4	3	1	3	2	9	8	4	2	0	6	3	6	0	1	3	4	1	2	7	3	5
ind18	6	3	4	0	0	0	6	5	4	6	0	5	7	5	0	5	2	6	6	0	0	6	5	6	8	0	9	5	4	7	3	1	7	3	1	0	9	6	4	5	0	1	3	10	6	4	5	3	1	8	10	3	0	6	7	0	5	8	0	4	4	8	7	4	1	0	2	1	2	1	6	10	6	7	2	5	9	3	6	3	4	0	3	14	13	4	5	5	0	5	6	7	1	1	10	5	1	0	6	7
