loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind1	1	25	2	0	2	0	2	25	1	1	0	3	0	1	0	1	1	23	1	0	0	2	0	0	0	0	2	31	0	31	46	20	0	2	0	33	1	21	2	0	1	0	0	1	1	1	0	1	0	26	1	26	0	2	0	28	1	2	1	1	27	0	0	0	1	31	25	1	1	33	0	23	30	29	1	1	1	2	3	1	1	1	30	1	31	20	30	0	0	0	1	1	2	17	1	1	26	0	1	14
ind2	38	0	26	3	23	1	0	1	1	2	33	30	0	30	0	0	53	24	2	20	1	0	1	1	29	22	29	1	0	0	30	20	1	28	26	1	3	18	4	1	0	29	25	30	2	0	0	2	0	0	23	2	53	32	3	0	2	25	0	4	1	3	25	1	25	1	23	1	33	26	0	2	36	1	26	29	61	26	25	0	25	0	1	0	34	35	35	21	30	39	18	1	2	0	1	1	35	1	35	0
ind3	19	20	3	30	2	2	22	26	0	4	0	29	1	2	2	1	1	0	0	0	0	1	1	0	13	45	18	1	59	0	23	1	0	1	0	3	0	3	24	1	25	47	1	1	0	0	2	3	0	23	1	2	0	1	0	0	3	1	2	4	3	31	3	1	21	3	1	36	0	1	1	29	1	73	2	24	27	1	23	78	0	3	21	2	1	34	1	25	32	22	1	0	2	2	29	2	0	3	20	0
ind4	1	2	23	32	26	28	2	2	3	1	25	30	0	2	27	3	1	2	27	1	40	0	2	1	1	3	3	52	2	1	70	20	4	0	25	1	0	0	52	0	0	1	2	1	0	25	1	0	22	30	1	0	23	0	30	0	1	0	0	30	1	0	20	0	0	0	32	0	16	30	2	22	0	0	2	1	55	0	29	27	0	2	2	2	23	25	1	16	2	52	1	0	0	1	2	0	0	27	56	1
ind5	1	2	1	2	2	0	1	45	1	1	31	55	0	3	3	26	1	45	1	1	1	0	20	0	37	1	26	30	1	0	1	2	23	0	29	0	2	2	30	1	1	0	1	2	25	4	0	29	1	33	2	25	28	1	10	19	0	1	29	31	2	30	27	20	23	1	20	0	34	34	2	46	0	26	1	2	19	1	1	4	2	23	27	0	2	1	2	1	2	54	38	32	0	4	0	1	0	1	0	1
ind6	22	0	1	1	29	0	2	26	33	48	1	19	1	1	2	0	1	1	2	0	25	2	0	21	2	2	1	2	2	1	22	2	22	0	1	41	30	20	0	1	0	1	0	26	2	1	0	1	0	24	1	3	1	2	21	31	22	29	0	27	3	52	67	2	1	2	3	0	0	0	0	1	26	25	1	2	22	0	56	24	2	1	23	1	0	2	1	20	1	1	1	1	23	1	54	0	0	22	1	0
ind7	35	1	1	24	1	0	22	1	2	2	2	0	0	0	23	90	18	2	21	22	1	2	1	22	0	32	1	30	1	2	0	1	1	0	1	25	2	1	23	23	0	0	50	3	0	2	1	27	30	30	68	1	0	0	26	2	31	2	1	0	45	1	0	0	1	1	24	23	0	31	24	2	20	3	0	1	18	2	32	26	1	0	43	21	25	20	53	39	30	26	0	26	48	1	29	26	1	0	0	23
ind8	0	1	1	2	22	1	1	49	0	1	1	17	1	23	0	0	0	0	18	28	1	0	1	1	2	1	0	24	25	21	1	29	2	21	24	0	0	2	37	2	2	21	1	0	2	2	0	0	0	18	2	1	25	24	22	1	15	0	0	1	23	25	1	30	0	28	1	24	79	2	1	24	18	21	2	1	0	19	41	2	1	23	0	29	62	0	28	0	0	0	1	23	22	1	33	3	1	0	30	0
ind9	29	1	2	47	0	1	1	49	0	0	26	1	0	2	22	1	0	1	4	27	1	0	31	31	0	1	1	0	1	41	20	0	32	0	0	28	26	20	1	1	24	0	0	3	29	0	22	1	0	0	1	0	0	0	28	2	1	0	0	53	2	1	2	0	27	1	0	49	20	27	2	3	2	26	0	21	0	15	22	50	0	0	53	1	1	0	2	26	1	0	0	1	17	1	1	17	1	57	2	1
ind10	28	3	0	2	21	0	22	23	21	0	30	27	0	33	0	1	0	1	2	27	0	0	19	1	23	1	32	0	1	1	3	1	0	26	1	17	22	1	1	1	35	0	24	2	34	1	0	25	28	22	0	1	1	0	29	1	1	0	1	55	1	3	23	3	30	2	3	0	31	1	3	26	2	1	29	0	2	0	0	0	0	1	1	2	2	2	0	1	0	1	0	0	27	1	3	1	58	1	47	3
