loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind1	4	0	0	2	1	6	0	0	5	0	5	0	1	5	0	0	3	0	4	0	0	0	1	9	3	0	4	3	1	4	3	3	7	0	6	0	0	0	0	8	0	0	0	10	0	11	11	4	6	4	9	7	0	12	1	10	6	0	3	4	10	3	0	0	6	5	7	6	0	2	8	1	0	1	3	0	0	0	4	14	10	1	0	1	9	3	1	0	0	1	0	2	1	4	0	0	0	7	20	7
ind2	0	2	0	4	0	0	6	10	7	0	2	1	2	0	11	1	4	7	6	0	11	5	0	1	1	6	7	2	0	10	3	0	0	0	9	0	6	14	8	3	7	0	1	3	0	0	2	7	5	0	6	4	0	0	0	1	5	8	3	6	3	0	4	1	1	7	6	0	0	5	1	12	3	0	5	14	11	7	7	9	1	2	5	7	5	11	0	2	6	9	2	5	11	3	0	20	0	8	4	0
ind3	1	3	4	0	1	0	0	0	0	0	0	6	0	0	0	7	3	0	14	8	7	0	7	0	0	0	0	6	1	0	4	8	3	1	0	0	5	9	7	0	0	5	0	12	1	0	3	7	8	8	5	7	2	0	9	18	2	6	4	0	0	13	0	0	0	0	0	14	2	5	8	5	0	4	0	3	0	4	0	6	6	7	11	0	0	1	0	5	0	0	5	6	3	5	11	0	4	3	0	0
ind4	0	4	0	9	0	0	9	4	3	1	0	7	0	0	8	4	0	3	6	4	6	1	1	9	7	0	0	8	0	2	1	0	0	1	0	9	0	1	7	0	6	4	10	1	6	9	0	0	11	0	6	17	3	11	0	0	11	0	6	5	0	4	0	0	5	1	1	0	5	0	6	1	7	7	0	0	5	6	18	8	0	4	0	3	0	0	7	0	0	0	0	10	0	7	0	2	0	6	8	4
ind5	5	0	5	6	2	4	7	0	4	0	0	0	0	5	6	0	8	0	5	9	1	0	0	4	8	6	13	8	0	12	4	0	1	0	10	0	1	2	3	13	3	7	4	13	8	5	7	9	17	3	1	5	2	0	0	0	9	0	0	4	0	2	1	5	1	9	0	0	5	6	8	2	3	9	5	12	18	12	9	1	0	6	6	0	0	4	0	7	3	0	0	0	0	3	8	0	3	0	7	1
ind6	4	0	4	8	9	1	3	13	0	11	5	14	6	5	12	0	1	0	0	8	12	9	9	2	5	0	15	0	5	3	4	3	3	0	0	1	9	0	10	18	16	3	5	4	2	0	5	9	2	0	0	1	0	2	10	5	7	0	1	7	4	3	3	2	16	0	16	0	8	0	0	0	0	7	1	1	9	20	10	5	3	0	7	5	1	0	8	0	7	11	0	7	6	17	4	5	12	0	8	4
ind7	0	6	17	9	1	0	9	2	2	7	0	4	9	14	13	0	10	4	6	4	10	8	0	4	1	11	4	13	1	0	4	14	20	2	5	0	6	7	4	3	5	0	7	0	0	7	12	0	5	0	0	3	0	0	4	5	0	0	1	11	0	3	0	0	2	13	4	0	0	0	5	3	3	11	16	0	0	6	27	1	1	1	0	4	5	1	13	0	0	0	8	7	7	6	0	0	9	1	13	5
ind8	6	1	8	1	2	0	0	7	5	2	4	25	0	1	0	1	5	0	7	15	0	0	0	12	0	3	0	4	11	7	13	6	0	2	9	0	3	0	5	6	6	0	0	5	15	0	6	4	5	0	17	0	0	0	3	0	4	10	10	3	0	5	11	1	0	6	3	8	0	0	6	3	0	4	3	4	1	0	0	10	0	0	12	20	4	3	0	3	18	4	7	3	0	11	10	0	5	0	5	14
ind9	0	6	0	0	6	14	0	10	0	0	7	6	4	5	6	8	5	1	1	1	2	8	0	0	0	1	0	5	6	0	0	5	15	0	0	1	0	0	7	0	0	6	0	9	5	0	14	3	6	15	5	5	0	0	5	0	0	0	17	15	1	0	0	6	0	7	0	0	10	3	0	4	2	0	11	10	0	14	9	1	9	0	4	10	0	2	0	12	11	5	0	4	0	7	6	4	9	7	0	12
ind10	10	5	0	5	4	7	7	2	1	4	8	4	0	5	0	0	6	11	0	9	4	1	4	0	1	1	2	2	6	6	0	0	5	1	4	6	0	0	12	5	0	8	0	19	17	0	1	5	6	6	8	1	5	0	1	1	0	0	1	2	0	1	0	6	0	0	9	12	0	0	7	0	6	0	7	4	0	4	0	8	2	0	1	0	8	0	1	0	5	3	0	2	2	7	1	6	0	1	0	4
