loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind1	1	2	0	0	1	3	1	1	3	2	1	0	1	0	0	1	0	1	0	1	1	0	1	1	1	2	0	0	1	1	1	1	28	1	1	1	2	2	2	2	2	0	0	0	2	0	3	1	0	0	0	2	2	1	1	1	2	1	3	1	0	0	1	0	1	1	0	1	27	0	1	0	0	0	2	1	1	0	1	0	1	1	1	0	1	0	0	3	0	2	1	1	0	2	2	1	1	0	1	0
ind2	1	2	23	0	1	3	0	0	1	1	1	3	3	1	0	3	1	2	2	0	2	0	0	0	2	0	3	0	0	1	1	0	2	0	0	1	26	0	2	22	1	27	0	0	0	1	0	2	0	26	2	1	1	2	1	1	1	0	25	1	1	0	0	4	3	1	1	1	1	0	1	0	0	1	0	2	2	1	1	0	1	2	1	1	0	0	1	1	0	2	1	0	0	0	1	1	1	1	1	1
ind3	2	2	0	23	1	0	2	0	0	2	1	1	1	2	1	1	0	19	1	3	0	1	0	2	1	0	1	1	0	0	2	1	3	2	1	1	1	0	0	2	1	1	0	0	3	0	1	3	2	1	0	1	2	2	0	2	1	3	2	2	2	0	1	1	0	1	1	0	0	0	1	1	4	2	1	0	2	2	1	0	1	1	3	1	0	1	2	1	0	2	1	2	3	31	1	0	1	4	0	0
ind4	1	0	2	3	0	1	0	1	0	1	4	1	2	1	0	0	2	0	1	1	1	1	0	1	0	0	1	0	3	1	0	3	1	0	2	0	33	1	2	1	1	2	2	0	0	0	30	1	1	1	0	0	0	2	2	2	1	2	4	16	0	0	1	2	0	0	4	2	1	1	1	2	2	2	0	2	0	1	1	1	1	2	1	1	3	2	1	3	1	0	1	3	2	0	3	1	1	1	4	0
ind5	1	2	1	3	2	1	2	2	1	1	1	2	2	1	1	2	0	0	1	1	1	1	1	0	26	1	0	0	1	1	0	0	1	1	1	3	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	2	1	3	0	0	2	1	0	0	1	0	0	1	0	0	2	0	1	1	1	0	1	0	1	0	1	1	1	0	0	1	0	0	1	2	1	0	1	3	1	0	1	2	3	1	0	2	2	2
ind6	1	1	0	2	1	0	1	0	3	28	1	0	2	1	0	0	3	0	1	0	2	0	2	1	1	2	1	0	1	2	0	2	0	0	0	1	1	1	0	0	2	0	0	0	0	0	1	3	1	0	0	1	0	0	1	2	1	0	3	1	2	1	2	1	2	5	1	0	0	0	1	2	3	2	0	0	0	1	0	0	1	0	1	0	1	3	2	1	0	3	2	1	1	3	0	0	1	2	1	1
ind7	2	2	2	0	1	28	1	3	3	1	3	1	2	2	2	1	3	1	0	0	0	3	1	1	1	1	3	0	3	0	0	1	1	0	0	1	0	0	1	2	1	0	1	0	1	0	3	2	2	0	2	2	0	1	0	33	1	0	1	1	0	3	2	0	0	0	0	0	2	1	1	1	0	3	2	0	1	2	0	1	1	2	0	1	2	1	1	0	1	2	3	0	1	0	1	1	0	2	1	1
ind8	2	0	2	3	0	21	0	0	2	1	0	0	2	0	2	0	5	1	2	4	0	0	1	3	0	3	1	0	0	1	0	1	0	1	1	2	3	0	1	1	0	2	1	0	1	1	1	2	0	0	1	0	1	2	2	0	0	4	2	2	3	0	1	0	2	2	0	1	2	2	0	0	1	2	0	2	1	1	2	1	0	2	0	0	2	0	3	2	1	1	0	2	2	2	1	22	2	1	2	0
ind9	1	0	1	0	0	1	0	0	1	1	1	2	2	0	3	1	2	5	0	0	2	0	5	0	1	3	0	1	37	0	1	0	1	0	1	0	5	2	1	1	0	0	29	1	1	1	0	1	2	0	0	0	0	1	1	2	0	3	0	1	1	2	1	0	2	1	1	1	7	0	2	0	0	3	1	0	0	1	1	1	1	0	1	2	2	1	0	3	0	0	0	0	2	0	0	1	0	1	1	1
ind10	2	2	1	21	0	2	2	0	1	1	0	2	0	0	1	3	0	2	1	2	1	0	2	0	1	2	1	1	0	0	3	0	2	0	2	0	0	0	1	2	1	4	0	3	1	0	1	1	2	1	1	3	0	0	1	0	1	0	2	0	2	0	27	1	15	3	1	2	0	1	3	2	0	0	1	1	1	0	4	2	2	1	2	0	2	1	0	26	1	1	1	2	1	1	1	1	1	0	1	0
ind11	2	1	1	0	0	0	0	1	1	1	4	0	1	0	2	3	1	1	1	1	2	1	0	0	1	0	22	1	3	1	0	3	2	0	25	1	0	2	1	1	0	0	35	2	0	1	0	1	1	2	0	1	1	1	0	0	3	0	1	0	1	2	2	1	0	2	0	4	1	0	0	28	1	0	27	0	2	0	0	0	2	0	1	2	1	2	0	0	4	0	1	0	0	2	0	1	1	0	1	0
ind12	1	2	20	0	0	1	28	1	1	0	3	2	1	2	0	0	1	0	1	1	1	0	2	1	1	1	2	24	0	1	2	26	1	1	2	0	0	1	2	28	0	1	1	1	37	2	3	25	0	1	1	0	21	0	1	1	1	1	1	1	0	3	2	0	0	2	2	1	0	3	2	1	0	0	2	0	0	0	2	1	0	0	0	1	0	1	1	2	0	2	0	1	18	1	24	0	0	1	1	2
ind13	2	1	1	21	0	3	1	2	3	0	1	2	1	1	0	1	0	0	1	0	1	31	0	1	0	2	1	1	1	1	0	1	2	1	1	3	1	1	1	1	24	2	24	1	0	0	3	0	3	0	1	0	0	1	0	2	1	1	0	25	0	1	0	0	0	29	0	2	1	2	2	1	0	2	1	1	1	2	1	1	1	1	2	0	1	0	0	1	1	0	3	0	27	2	0	2	2	3	2	1
