loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind1	12	9	2	11	5	8	0	7	0	7	0	6	1	0	0	0	8	3	8	4	12	11	3	0	0	0	5	4	0	0	16	0	2	4	1	5	3	0	0	5	0	0	0	4	11	4	3	0	5	9	7	7	5	3	7	10	0	1	0	0	4	17	7	0	0	14	9	3	11	0	7	11	5	1	0	5	6	7	0	1	1	0	2	9	13	9	5	5	6	1	0	6	0	0	7	1	1	11	4	9
ind2	0	6	0	1	12	7	4	0	0	4	0	7	4	1	0	1	8	0	5	5	9	7	7	11	0	0	0	10	0	5	2	4	0	1	3	11	1	7	9	5	0	8	5	0	3	8	7	0	4	10	6	6	7	6	7	7	0	0	9	0	3	7	0	0	0	7	0	0	1	0	7	12	2	7	2	0	0	3	5	0	0	0	0	14	0	0	0	2	3	3	8	7	14	0	2	3	4	0	5	0
ind3	0	0	4	1	1	16	0	0	0	0	12	0	1	14	0	7	3	0	0	0	1	0	11	7	1	13	7	23	0	14	11	5	18	0	1	11	0	9	7	7	0	3	0	6	5	0	3	3	5	5	0	7	0	0	4	0	0	0	6	0	5	0	3	14	15	9	0	0	8	4	7	0	1	0	7	7	11	2	4	0	0	0	5	1	12	0	0	1	15	0	3	7	4	0	0	6	9	11	0	1
ind4	1	0	5	6	0	12	1	0	3	1	0	9	7	1	3	0	0	1	0	0	10	12	10	0	12	6	12	5	4	3	4	3	0	0	11	0	4	4	2	0	4	11	0	5	3	8	0	18	4	10	10	6	5	0	6	6	4	7	9	9	5	6	2	0	6	0	0	0	11	9	5	0	16	8	0	0	2	7	6	9	1	6	6	0	5	4	0	7	16	0	0	7	0	6	6	9	8	5	12	0
ind5	0	3	3	4	0	4	13	17	3	0	8	11	0	4	6	8	4	4	0	1	0	0	5	0	5	3	0	8	6	5	1	5	0	5	0	0	0	3	4	4	8	10	0	3	7	0	15	0	0	0	5	0	0	0	8	4	0	6	0	10	5	0	1	17	0	0	0	4	7	1	5	12	2	3	5	1	0	4	0	0	4	9	11	8	4	9	3	0	0	1	0	3	10	0	0	0	6	0	5	5
ind6	9	11	0	8	0	0	4	7	12	4	9	3	6	1	4	1	13	0	7	11	0	0	12	0	6	4	1	0	1	7	0	0	8	0	1	0	1	0	0	2	0	0	5	8	10	3	4	12	0	0	0	0	1	15	14	4	8	1	6	0	10	1	6	8	4	0	5	0	8	2	8	0	6	5	4	5	4	0	7	3	8	0	0	8	6	11	3	0	0	4	7	14	0	8	0	3	0	5	0	0
ind7	11	4	9	1	13	0	1	13	6	1	1	9	4	1	1	9	0	0	6	0	2	4	11	0	0	1	5	7	13	0	0	5	6	9	1	8	6	1	0	9	7	0	4	2	7	0	4	7	7	2	5	0	5	6	13	3	0	0	1	0	7	1	0	0	6	13	0	4	3	6	0	7	12	5	0	0	11	2	3	9	5	1	1	10	0	8	0	0	10	1	1	0	7	7	14	4	2	0	15	0
ind8	1	0	0	0	4	0	13	12	11	20	0	8	0	1	4	0	1	7	4	9	1	0	2	9	0	0	18	6	6	0	1	4	3	6	4	5	4	0	10	0	10	0	7	0	13	2	6	0	0	1	0	9	10	9	4	7	0	3	9	8	12	10	3	2	6	4	9	10	0	0	0	0	10	6	1	4	1	9	19	1	0	0	0	1	8	3	12	5	0	4	0	0	5	9	0	11	12	14	0	1
ind9	2	11	2	0	4	1	14	1	6	4	1	0	5	0	3	4	2	7	4	4	3	0	3	0	4	0	0	11	10	0	8	0	10	5	0	0	0	9	8	7	6	6	0	8	0	6	0	7	5	0	0	10	6	0	4	0	9	0	0	0	11	0	4	9	6	0	0	0	1	6	3	11	3	1	7	6	5	7	8	0	0	11	6	3	3	3	0	0	3	8	9	2	0	2	0	3	1	4	5	1
ind10	8	0	14	7	4	6	3	10	0	4	0	9	0	0	5	0	15	0	0	0	7	6	8	3	0	7	10	1	8	0	5	13	9	2	0	0	2	13	0	0	3	0	0	4	5	7	3	7	0	0	0	0	0	0	0	9	4	1	9	0	5	10	11	0	0	0	0	7	0	1	0	8	4	0	0	4	18	4	1	0	0	0	2	8	0	0	1	3	0	13	7	7	2	12	0	0	1	4	0	0
ind11	1	0	0	1	0	0	2	13	12	12	0	6	8	2	3	1	0	0	1	10	1	0	4	0	4	7	0	17	3	0	4	6	3	0	8	4	0	0	16	4	0	5	7	9	4	10	8	0	2	7	7	7	0	0	0	4	0	11	0	15	1	0	0	8	0	0	0	8	2	8	10	0	0	8	4	0	7	4	0	8	0	10	7	1	20	0	0	4	0	0	5	8	0	9	4	10	1	6	2	5
ind12	11	2	7	0	1	7	6	2	7	7	7	4	2	0	0	0	10	19	20	4	0	8	6	1	4	10	5	0	0	0	3	0	5	5	14	1	0	9	7	7	0	0	0	2	0	2	3	0	1	11	4	4	0	16	14	1	0	0	6	10	10	2	0	0	5	2	0	0	3	1	0	0	5	11	5	6	8	0	0	8	8	11	7	0	0	1	6	6	7	0	10	0	0	0	0	0	0	3	0	0
ind13	17	6	0	3	6	8	0	13	5	0	21	1	4	7	17	0	14	5	0	9	0	5	5	0	9	0	6	5	0	0	4	0	8	8	0	3	4	16	0	5	0	5	1	14	9	1	0	5	0	10	0	0	7	4	3	1	0	8	8	7	2	4	4	0	6	4	0	11	7	6	0	13	12	0	7	0	0	14	0	5	0	6	0	12	6	8	0	5	5	6	1	4	4	0	7	7	6	12	1	13
ind14	9	0	5	1	9	0	9	4	0	0	0	0	1	6	9	3	1	8	2	4	4	0	7	4	0	2	7	7	9	0	8	4	0	0	0	0	4	4	1	0	0	3	7	9	11	2	5	0	0	9	0	14	0	8	0	8	0	0	1	2	0	0	5	4	0	8	6	0	5	4	8	2	0	4	7	11	10	0	4	8	2	8	0	10	5	0	5	5	2	5	6	4	1	7	6	0	14	0	3	6
ind15	12	6	5	0	12	13	4	9	11	0	1	0	5	5	0	15	0	4	5	7	0	1	3	8	5	0	8	1	0	4	0	1	4	0	0	5	5	12	9	0	1	10	8	6	6	0	5	7	2	9	0	5	11	1	2	8	0	13	5	0	5	4	7	3	16	6	0	8	0	0	4	1	0	6	1	8	4	7	15	12	5	0	1	1	1	5	7	0	0	7	3	8	6	5	5	4	11	6	4	1
ind16	5	0	14	0	0	3	5	15	7	6	2	2	2	0	11	7	0	10	0	6	2	13	0	1	6	0	0	10	16	8	0	0	3	5	4	6	0	7	0	1	0	10	6	5	7	1	6	16	0	0	0	0	0	1	7	5	4	6	4	2	6	0	4	0	5	14	0	11	6	0	0	6	5	0	0	0	5	1	10	15	4	4	2	6	7	0	3	10	0	0	0	8	8	5	5	10	0	2	1	1
ind17	6	11	1	8	4	6	0	7	0	0	10	0	0	4	6	13	5	6	2	0	5	5	0	6	5	5	0	0	14	0	8	6	5	14	7	11	0	8	1	0	5	2	5	0	0	4	20	0	0	0	5	1	18	5	3	6	4	7	6	0	5	3	0	8	8	0	9	11	3	7	6	3	14	4	3	0	5	0	4	0	4	1	6	7	10	0	0	10	0	0	9	6	11	0	6	12	4	0	5	9
ind18	0	4	3	8	9	0	9	6	18	9	0	5	16	0	8	0	2	9	18	6	11	6	4	5	13	13	9	5	4	0	13	0	8	0	8	0	13	0	9	0	3	0	0	2	10	0	4	18	0	6	0	5	0	0	0	8	6	14	0	6	0	4	5	4	3	9	9	0	7	0	0	1	6	2	7	0	0	0	11	6	10	7	0	3	6	0	0	11	2	0	8	13	0	3	5	8	0	6	0	2
ind19	3	0	0	0	0	8	7	9	2	1	10	3	6	0	5	5	2	5	1	4	1	3	6	6	16	0	4	5	3	13	1	0	4	0	2	0	8	7	0	0	7	3	8	11	3	4	6	0	3	1	0	4	0	1	9	0	1	17	4	15	2	0	0	8	4	0	5	0	5	9	3	9	3	0	0	0	0	4	1	9	0	5	4	18	8	0	0	5	0	16	6	5	11	6	15	1	0	7	5	0
ind20	0	8	25	7	4	5	2	0	0	4	3	0	0	0	0	12	5	0	1	0	0	5	8	2	9	4	5	0	0	2	0	0	3	5	0	0	0	7	1	4	4	0	0	1	7	7	19	12	0	12	0	0	0	2	5	18	0	7	3	3	0	0	0	3	0	9	1	9	0	5	0	5	5	5	0	0	1	11	0	0	2	0	10	1	0	5	0	1	8	2	0	5	10	9	1	3	6	9	0	5
