loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind1	0	1	1	0	0	0	1	0	14	1	1	0	0	1	0	1	0	0	1	1	2	0	0	0	15	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	2	1	1	1	0	0	0	0	0	0	1	2	0	2	0	0	0	2	0	1	0	0	0	0	0	0	2	1	0	1	0	0	2	1	0	0	1	1	0	0	0	0	2	0	2	13	0	20	1	0	0	0	0	0	0	0	0	2	0
ind2	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	14	1	2	0	0	1	2	3	0	1	16	1	1	0	1	1	1	15	0	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	3	1	0	1	1	17	1	12	3	0	15	0	0	0	0
ind3	0	0	0	0	1	0	0	1	0	0	1	1	1	0	1	1	3	0	1	0	0	3	2	1	0	0	0	0	1	0	0	0	1	13	0	0	0	0	2	1	1	0	8	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	1	8	1	0	0	1	0	0	1	0	1	1	0	0	9	1	0	0	1	0	0	2	0	2	0	1	1	1	0	0	1	0	0	0	1	0	0	2	0	0	1	0
ind4	0	1	1	0	13	0	2	0	3	0	0	1	0	1	0	0	0	0	1	0	1	1	31	1	0	0	0	0	1	10	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	8	0	1	0	0	0	2	2	0	0	1	0	1	0	1	0	0	0	0	1	8	0	2	0	0	2	1	1	0	0	0	2	0	1	1	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0
ind5	0	1	0	15	1	1	0	0	0	0	2	1	2	0	0	0	1	3	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	2	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	2	1	1	0	0	1	2	2	0	0	1	0	1	2	1	0	2	1	0	0	1	0	0	0	0	2	1	0	20	14	1	0	0	2	1	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0
ind6	2	1	1	17	1	2	1	1	0	1	0	1	2	0	0	7	0	0	0	2	2	0	0	4	0	0	0	0	0	1	0	0	0	0	0	3	1	18	1	0	1	0	0	1	0	0	2	0	2	0	1	0	0	0	0	0	2	10	11	0	0	17	1	1	0	0	4	0	0	0	2	0	0	0	3	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	2	1	1	2	0	0	0	1
ind7	0	5	1	1	0	0	1	1	0	0	0	0	9	1	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	17	0	0	1	0	0	0	1	2	1	0	0	0	2	1	0	1	1	0	1	0	0	1	0	2	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	10
ind8	2	0	0	2	0	1	1	2	0	2	0	1	0	1	0	0	0	0	0	0	0	0	1	0	17	0	0	0	1	0	0	0	0	2	1	1	0	1	0	0	0	0	0	1	0	11	0	1	0	0	1	0	0	0	0	1	0	1	13	1	2	1	1	0	0	0	1	1	0	0	14	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	1	0	2	2
ind9	0	0	1	1	0	0	2	0	0	1	1	0	2	3	0	1	0	1	0	0	0	0	0	7	0	1	1	0	2	1	2	0	1	0	0	1	2	1	0	0	0	1	0	0	0	0	1	1	1	2	0	1	0	2	2	0	0	1	0	0	0	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	2	0	0	0	1	0	0	0	1	1	1	0	2	0
ind10	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	1	0	2	0	0	0	1	2	1	0	0	0	1	1	0	0	1	1	1	0	1	14	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	2	1	2	0	0	2	0	0	1	1	0	1	1	0	0	0	1	0	2	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	7	12
ind11	0	0	1	0	0	1	9	1	0	1	0	1	3	22	0	0	0	0	1	0	1	0	0	0	1	0	2	1	0	1	3	3	1	0	0	1	3	1	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	6	1	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	2	3	2	2	0	1	0	0	2	2	1	3	0	0
ind12	0	0	1	0	1	1	2	11	0	1	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	2	1	0	0	0	1	1	0	0	0	1	0	0	2	0	2	2	17	0	1	0	11	3	0	1	0	0	0	0	0	0	0	7	0	0	0	1	3	0	21	0	1	1	0	2	0	0	1	8	3	0	0	3	0	16	1	1	0	1	0	1	1	0	0	0
ind13	18	0	1	0	2	0	18	0	0	1	0	1	2	0	1	0	2	1	0	0	0	0	0	1	2	1	2	0	2	1	0	0	11	0	0	0	2	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	2	0	0	23	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	1	1	1	0	0	0	2	1	0	0	1	0	1	0	0	1	1	0	1	1	0	13	0
ind14	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	7	0	0	0	0	1	0	0	2	15	0	0	1	0	1	1	0	1	0	0	1	2	0	0	1	1	0	1	0	2	0	1	2	1	1	1	1	1	1	0	1	0	0	3	1	0	0	0	1	0	1	0	2	1	1	0	0	1	0	0	0	0	0	1	0	2	0	3	2	0	0	1	0
ind15	1	0	1	0	0	0	1	1	0	1	0	0	0	3	0	0	1	1	8	2	1	0	0	0	1	0	0	0	1	0	2	2	0	1	0	1	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	17	0	0	1	0	1	12	0	1	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0
ind16	0	0	2	0	0	1	0	0	0	0	0	1	1	0	0	18	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	12	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	11	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	0	0	1	16	1	0
ind17	0	1	20	0	0	2	13	0	13	1	1	0	1	0	0	0	2	2	0	0	1	1	0	0	0	0	0	0	2	0	1	0	0	1	1	1	0	0	1	0	0	2	0	0	2	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	2	0	1	1	0	2	0	0	0	1	1	4	0	0	1	1	1	1	1	3	0	0	0	0	0	1	9	1	0	9	1	0	0	0	9	0
ind18	1	0	0	0	1	0	1	13	14	0	0	0	0	0	0	0	10	0	1	0	2	2	0	0	11	1	1	2	1	0	0	1	2	1	1	0	1	1	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	3	0	1	10	1	0	1	1	2	1	0	0	0	1	2	3	0	0	0	1	0	0	1	0	0	6	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	2	0	1	0
ind19	1	0	0	0	0	1	1	0	0	1	0	14	0	0	12	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	2	0	1	1	15	0	0	0	1	0	0	1	1	1	0	0	0	2	1	0	1	1	0	1	16	1	1	0	3	0	0	18	0	0	1	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0
ind20	0	0	15	2	2	0	1	1	1	0	0	0	0	1	2	0	1	0	1	1	0	0	0	1	2	0	1	0	1	0	0	1	0	0	1	15	0	15	0	0	0	0	0	3	0	1	1	0	0	1	0	2	2	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	4	0	1	1	18	0	0	0	1	0	0	0	11	0	13	0	0	14	1	0	0	1	0	1	0	1	0	0	0	0	0
ind21	0	0	0	1	0	1	14	0	2	0	1	2	1	9	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	14	1	1	0	1	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	2	0	2	1	16	2	2	1	0	16	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	0	1	0	0	2	0	0
ind22	0	0	0	4	0	0	2	0	1	0	0	1	0	1	1	3	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	1	2	0	0	0	0	0	1	0	0	0	0	1	0	0	1	2	1	1	3	10	3	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	3	0	2	0	0	0	0	10	1	0	1	1	0	0	0	0	1	0	0	0
ind23	0	1	0	1	1	1	4	0	0	0	1	0	0	0	4	0	0	0	0	11	0	11	2	2	1	1	1	0	0	2	0	1	0	0	1	2	1	0	1	2	1	0	0	1	1	0	0	0	0	2	0	0	0	0	0	1	1	0	2	1	13	0	1	0	0	0	1	1	1	14	0	18	0	1	8	1	0	1	0	0	0	2	0	0	0	0	1	2	0	0	0	0	1	0	1	0	0	1	0	0
