loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind1	1	3	3	28	3	0	31	27	30	1	0	1	27	3	0	0	3	51	2	3	0	1	1	20	1	26	33	2	1	0	0	22	2	1	33	22	0	0	28	1	0	34	2	24	31	0	0	16	0	2	32	1	1	0	0	1	1	3	33	2	2	1	1	0	0	0	1	22	0	2	43	0	15	28	30	2	24	27	0	1	1	0	1	0	47	2	23	1	1	0	1	1	1	2	0	1	0	2	17	0
ind2	29	38	0	21	23	17	3	0	0	59	2	0	1	31	54	1	0	1	53	23	25	17	24	13	43	1	1	20	0	20	39	3	1	18	26	59	3	25	20	0	26	0	19	0	28	23	1	0	1	1	19	1	30	1	31	2	47	24	28	1	0	0	18	21	3	1	22	1	1	2	21	2	21	40	2	0	1	28	2	51	16	5	0	0	27	1	28	62	30	2	2	0	0	31	1	22	1	2	2	0
ind3	1	1	0	28	1	2	0	2	0	2	1	38	26	29	2	25	0	33	26	1	0	0	0	1	28	27	1	25	1	27	0	1	0	3	32	2	1	3	0	0	25	3	1	1	0	0	1	2	2	28	2	18	1	0	0	0	0	1	0	3	1	1	26	0	1	2	0	2	1	28	0	1	1	1	1	31	0	31	1	2	18	24	22	1	24	2	1	20	1	2	0	3	23	2	0	2	0	2	1	0
ind4	24	31	1	3	0	2	17	1	0	21	2	3	2	1	3	44	33	1	2	52	0	27	1	2	1	2	1	1	21	33	1	32	1	0	1	2	0	0	34	29	1	25	0	1	23	1	0	2	1	27	23	56	0	3	0	0	1	1	50	1	33	1	4	0	2	22	2	29	27	0	2	1	0	58	2	11	2	1	34	28	0	0	0	32	0	1	23	1	22	1	28	1	0	0	24	0	0	1	3	2
ind5	1	0	0	0	5	1	20	20	3	43	31	21	24	29	0	1	30	32	3	1	1	0	4	18	0	55	1	26	29	4	3	1	30	2	20	0	25	1	4	2	19	24	38	4	18	1	81	1	36	29	1	29	2	33	20	2	1	36	0	1	31	36	4	2	37	1	1	2	0	53	30	0	0	42	1	25	1	1	53	0	25	1	0	2	1	27	1	27	0	0	1	0	0	0	1	1	0	1	1	1
ind6	1	2	1	0	30	18	0	28	2	2	0	3	3	0	28	0	25	0	0	24	1	42	1	1	22	1	0	2	4	2	23	2	28	2	18	17	29	3	0	23	0	2	1	52	1	27	48	31	1	1	25	2	1	1	0	28	1	19	1	0	25	1	22	27	54	3	2	2	0	49	1	2	23	3	78	0	3	42	28	0	0	1	0	0	0	2	1	0	24	30	1	4	3	0	28	1	36	1	0	0
ind7	23	0	22	30	0	4	0	2	22	0	1	31	36	1	0	0	0	0	26	27	31	1	0	24	1	1	12	1	1	12	17	0	1	1	56	22	29	4	1	20	27	0	1	2	3	27	15	3	0	0	1	28	25	25	32	20	0	79	29	0	0	19	2	22	2	2	2	1	3	1	27	2	23	25	1	0	31	2	1	1	1	2	0	29	2	0	1	31	0	1	0	29	1	2	0	20	0	28	1	1
ind8	0	0	24	27	3	1	44	1	1	1	0	1	29	1	1	18	0	28	44	35	0	1	1	18	1	2	0	35	38	29	23	4	3	0	16	2	19	3	3	1	1	24	0	2	23	24	0	21	2	1	0	1	0	1	1	29	23	0	0	3	44	0	43	35	26	21	27	30	49	1	25	4	2	0	38	1	0	2	3	22	0	0	17	0	1	28	46	36	26	45	17	0	0	1	1	0	2	19	0	2
ind9	2	1	23	1	0	2	23	21	1	0	1	0	0	52	1	0	23	1	1	0	0	0	0	1	0	1	25	38	24	0	1	0	22	1	2	0	51	0	23	0	22	1	2	2	1	52	3	34	2	0	1	0	31	50	17	0	2	2	2	57	2	1	23	0	2	0	27	2	23	1	57	42	2	0	32	0	1	1	1	2	30	28	0	0	25	28	2	13	22	0	1	2	0	1	48	0	2	20	40	0
ind10	1	0	42	2	1	19	3	24	0	17	1	2	0	1	0	37	16	1	0	23	1	2	2	1	0	1	34	15	31	0	36	24	2	18	2	1	1	1	0	3	45	1	0	0	21	0	27	0	2	27	1	31	36	2	0	0	2	20	1	1	2	2	1	1	1	1	29	3	20	27	1	0	25	34	1	47	26	1	0	2	28	26	1	28	18	53	1	1	0	24	1	26	1	2	2	2	0	23	56	1
