loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind1	51	44	44	48	59	59	45	59	47	45	59	42	43	46	33	58	47	35	47	55	46	55	49	52	35	37	52	57	46	49	61	44	46	35	45	52	50	47	50	56	53	59	41	61	53	53	49	47	49	52	45	45	50	53	51	46	54	40	54	49	50	52	55	53	48	44	51	44	47	52	46	47	53	59	48	53	49	42	54	48	62	51	48	37	42	46	49	56	54	51	40	44	55	44	51	42	58	59	43	55
ind2	44	37	52	49	58	54	47	62	40	35	50	58	63	50	54	49	45	42	49	49	50	64	44	65	60	58	43	57	52	51	53	49	53	52	47	44	45	50	46	46	54	52	51	64	50	60	46	42	38	58	53	54	37	43	53	51	43	44	55	55	49	51	44	35	50	51	58	70	37	46	47	50	55	54	60	52	54	52	53	50	45	48	51	73	47	42	51	53	59	54	58	44	41	51	46	65	56	61	56	49
ind3	65	56	47	56	47	56	50	42	48	48	43	41	40	46	55	69	51	53	57	54	42	46	55	48	60	44	54	56	53	70	64	51	48	61	56	47	51	46	42	38	45	50	50	59	36	50	50	50	55	67	49	55	60	56	47	49	44	50	51	37	60	47	54	59	49	49	38	49	50	40	47	48	48	56	67	39	47	49	55	44	44	57	53	47	44	47	50	45	50	48	44	70	56	47	44	52	38	38	42	66
ind4	46	56	50	54	45	65	44	45	46	51	55	62	64	46	47	46	45	49	51	45	47	46	61	48	52	50	45	53	31	54	52	45	55	57	44	66	52	65	41	65	53	41	51	53	55	42	46	50	50	46	57	49	35	50	46	55	52	43	51	50	54	54	58	52	54	57	53	61	34	36	50	60	60	61	66	56	46	59	32	45	56	39	39	46	47	51	53	49	57	47	46	41	55	34	51	50	54	52	50	51
ind5	44	61	49	51	54	43	59	50	53	55	42	52	46	57	48	37	39	59	56	60	53	50	54	55	52	56	46	52	39	49	43	47	45	50	48	50	60	50	50	50	52	59	55	39	53	67	44	49	51	59	63	48	58	56	67	42	53	48	46	37	45	40	50	47	55	44	44	47	52	44	42	53	48	46	43	45	43	44	43	70	58	53	59	66	71	54	51	44	53	51	49	52	46	48	47	56	46	42	43	40
ind6	38	55	49	59	54	52	46	54	41	52	61	37	48	54	38	41	68	52	61	48	54	56	47	45	51	42	52	44	51	53	49	48	46	48	40	47	37	42	42	47	51	45	44	54	59	43	46	49	35	51	43	53	54	55	58	52	64	50	48	51	46	48	48	45	47	43	38	59	48	46	48	41	43	45	41	48	74	51	49	51	44	52	51	48	49	63	52	50	60	40	48	58	53	46	62	64	43	57	47	58
ind7	43	56	39	54	62	55	49	46	50	53	40	46	53	41	48	50	53	49	49	41	56	56	37	51	54	66	54	50	50	48	50	52	53	58	65	33	67	45	58	54	53	40	49	50	43	56	30	50	56	53	52	48	52	51	57	56	44	42	42	41	50	43	55	42	46	52	46	55	43	48	41	56	46	53	72	53	50	42	46	45	50	44	57	39	57	50	38	44	49	52	48	48	58	46	46	45	50	57	50	40
ind8	44	46	45	39	44	63	55	46	60	48	39	56	42	63	40	36	54	57	52	45	42	51	46	54	41	51	53	49	40	48	60	52	43	44	37	47	50	42	57	42	48	50	69	45	55	37	60	53	53	35	59	45	47	49	48	43	43	54	56	53	41	54	43	47	51	40	62	49	35	51	50	39	55	39	56	60	39	53	45	50	57	44	51	41	29	45	52	52	44	51	38	54	51	48	54	55	48	47	36	53
ind9	53	45	45	46	46	45	51	62	53	43	41	44	43	53	45	39	48	54	54	49	46	54	40	54	54	52	42	47	60	54	54	53	50	42	54	65	64	50	43	58	37	52	60	49	50	50	46	53	46	42	47	52	50	56	37	59	50	50	41	65	55	57	45	51	54	60	41	40	47	35	53	51	38	51	51	60	43	55	43	57	51	53	61	58	42	62	62	59	43	44	48	65	58	51	52	52	58	49	56	50
ind10	50	53	55	40	55	55	50	56	38	43	47	46	65	38	51	50	47	56	45	54	46	53	46	50	52	38	46	58	37	62	52	55	54	56	45	40	49	53	46	50	53	50	42	45	61	42	37	41	47	58	50	37	55	49	57	37	65	41	44	47	51	38	49	51	47	60	50	55	56	57	44	56	46	48	49	51	62	55	45	52	64	50	50	43	43	49	49	42	49	55	52	53	41	45	61	38	48	52	54	47
ind11	42	51	37	46	40	37	56	47	57	48	70	54	56	48	43	57	47	57	64	59	48	53	50	53	52	58	50	42	45	52	38	56	50	56	58	48	43	49	54	45	60	59	45	42	49	51	40	53	57	54	49	56	43	45	54	47	35	43	52	48	61	50	49	53	50	47	42	58	49	48	34	42	50	49	50	47	45	46	54	45	40	58	38	57	54	56	45	54	54	46	49	59	53	47	37	51	38	50	51	41
ind12	46	49	40	62	55	56	42	53	62	46	55	58	54	52	47	52	31	41	39	49	54	47	52	46	53	42	63	44	54	54	55	49	40	57	45	49	47	44	47	39	60	48	53	40	61	67	53	49	46	42	37	49	61	58	51	44	50	39	56	49	51	58	43	44	56	37	49	62	59	45	41	49	57	56	57	48	40	53	55	50	40	54	52	53	59	46	50	60	38	54	57	47	53	54	53	51	63	39	54	51
