loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind1	50	53	44	38	44	46	60	47	54	30	54	49	56	48	38	51	38	55	48	67	69	46	42	61	61	46	51	37	46	45	50	39	48	52	57	59	49	51	35	54	58	48	52	43	56	49	48	53	48	50	56	54	45	40	58	48	51	57	52	50	40	64	51	35	46	38	44	47	56	48	69	59	44	53	53	46	49	66	56	56	45	57	48	38	39	52	46	45	46	50	60	59	61	60	60	58	58	54	57	52
ind2	62	50	60	54	52	43	39	50	49	48	43	56	41	55	37	44	41	34	36	53	52	43	42	56	59	46	42	55	52	46	54	50	62	50	57	47	56	56	57	46	41	47	46	60	51	58	50	46	46	58	54	56	39	53	51	56	58	49	39	46	46	49	52	51	57	54	46	57	48	52	52	54	63	47	49	50	52	41	53	49	48	58	46	53	42	54	50	42	62	49	54	56	43	47	57	46	37	41	49	44
ind3	54	71	40	55	44	54	44	53	52	44	57	43	42	44	51	39	58	58	52	60	46	50	43	47	48	44	45	57	49	43	51	39	53	43	42	38	50	47	48	57	40	48	63	41	39	58	46	41	55	45	42	39	55	45	56	62	53	56	49	56	55	58	46	59	51	47	52	58	46	36	57	46	44	62	53	60	55	45	48	57	48	43	52	44	50	32	67	48	59	54	44	54	41	56	45	42	40	48	51	49
ind4	51	42	50	43	45	58	44	42	45	50	50	52	49	48	39	56	55	48	50	50	41	47	50	53	51	45	54	39	46	42	49	58	55	54	45	43	50	46	46	57	59	45	49	55	67	50	60	56	58	46	39	49	49	40	52	50	59	43	50	48	56	52	47	59	66	47	45	42	46	61	57	52	40	49	60	45	57	62	41	47	47	43	54	59	52	56	46	58	44	49	62	56	50	54	61	47	62	58	48	55
ind5	50	51	49	55	62	49	45	47	51	60	48	48	64	36	43	48	52	37	48	52	36	57	56	42	53	51	53	41	49	43	47	50	44	46	53	47	52	52	52	46	45	44	57	58	50	58	59	47	53	42	41	51	53	44	57	41	45	60	55	44	38	50	49	50	54	44	55	41	49	62	46	55	48	42	45	42	53	54	57	55	50	38	48	40	44	44	36	55	47	49	36	57	50	54	51	39	52	45	58	58
ind6	57	51	55	52	64	53	51	60	44	49	47	54	48	52	44	60	56	56	45	37	40	43	46	44	44	49	64	46	54	50	49	65	53	37	51	59	51	55	50	45	37	45	51	54	50	50	60	54	43	44	42	43	41	44	47	43	44	52	56	49	42	41	56	44	55	50	60	61	46	54	51	52	40	49	52	51	40	36	48	42	37	45	59	51	47	53	48	48	56	57	50	57	58	49	35	48	47	53	48	43
ind7	41	58	51	51	54	47	46	43	45	62	50	43	54	48	53	39	49	44	54	55	49	56	56	57	54	54	47	46	46	59	54	49	47	42	51	51	53	51	55	59	54	36	50	59	46	50	49	38	49	50	50	51	63	49	50	53	42	64	51	60	47	54	40	52	59	52	46	57	39	40	44	58	50	49	49	44	56	65	48	38	52	47	39	54	46	38	46	43	50	52	72	56	49	56	48	46	58	52	51	70
ind8	50	46	53	46	40	43	49	63	52	52	46	54	42	47	47	38	45	56	55	50	48	56	54	56	57	46	39	52	48	56	50	39	48	42	40	59	45	37	61	46	49	45	63	51	46	44	42	45	51	60	58	37	48	46	47	53	47	39	48	45	41	49	46	41	47	49	54	50	49	62	59	47	43	47	48	49	55	55	45	49	58	61	63	45	50	61	51	44	56	52	57	44	51	41	42	51	41	54	48	51
ind9	54	51	57	38	56	63	57	54	54	45	56	62	51	57	49	60	43	49	56	58	46	51	47	50	51	51	48	56	55	50	41	53	54	43	49	57	47	44	55	45	56	40	44	50	62	52	57	49	39	64	48	53	56	55	40	52	45	46	69	49	61	53	65	48	75	47	51	60	49	51	50	58	35	43	52	59	49	51	42	51	47	57	41	50	57	48	48	46	40	37	58	51	50	50	56	51	41	49	50	49
ind10	54	59	41	53	40	58	52	46	56	50	46	58	57	37	52	43	57	51	36	41	63	57	48	58	37	48	42	44	47	42	44	47	60	46	47	57	44	61	47	48	65	51	61	45	44	49	44	49	47	52	40	45	56	48	48	61	64	57	53	56	65	54	41	53	39	52	48	53	55	55	60	39	49	48	53	40	52	44	43	45	44	54	48	50	58	39	42	49	37	62	46	54	58	51	48	53	39	43	49	52
ind11	66	46	56	56	44	45	51	50	47	37	49	44	51	40	67	36	54	43	59	46	43	43	51	58	51	46	54	49	41	59	53	53	65	49	51	56	55	44	48	42	48	56	48	48	61	58	37	40	43	57	51	47	40	61	40	48	49	52	57	36	44	41	44	51	45	54	50	44	52	38	48	45	48	43	38	47	48	48	49	39	59	51	60	57	48	64	41	51	53	54	49	39	37	54	35	56	44	47	47	60
ind12	55	50	41	52	46	45	53	52	35	44	49	54	47	50	56	31	43	46	56	57	50	55	53	47	48	44	57	52	50	52	59	59	35	51	44	56	45	61	36	37	59	51	50	45	41	39	54	53	48	52	55	50	51	52	44	50	44	56	49	52	57	46	51	57	53	48	55	61	59	51	52	53	49	51	34	44	49	50	50	50	47	44	44	47	43	54	57	57	37	47	56	49	42	49	53	43	39	60	52	48
ind13	41	61	52	39	38	49	49	61	50	38	44	58	49	43	52	58	66	45	49	47	47	52	46	40	55	55	62	60	40	57	41	52	51	49	42	55	39	68	46	41	38	49	55	61	46	43	59	57	58	49	55	47	51	51	48	55	46	37	45	47	41	49	58	37	49	45	59	52	54	50	57	57	53	44	58	55	53	64	57	59	46	54	39	55	56	52	35	52	54	49	50	45	45	37	58	49	44	47	55	54
