loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind1	1	2	3	0	2	0	1	2	0	22	2	0	4	2	1	0	27	24	4	1	1	2	2	1	1	4	0	1	0	1	1	1	2	0	2	0	0	1	3	1	0	1	1	0	1	0	1	2	2	1	1	0	1	0	2	2	0	0	1	0	2	2	2	0	0	0	1	0	1	1	1	1	3	0	0	0	0	0	2	2	3	0	0	0	0	1	1	3	4	1	1	3	27	2	1	1	0	0	1	0
ind2	17	2	1	2	3	1	3	1	0	1	0	0	0	0	2	0	0	2	2	1	0	3	1	30	0	1	0	3	1	1	1	2	3	0	22	1	0	1	1	2	1	1	1	1	0	1	0	1	3	1	32	3	1	0	2	0	1	1	21	0	1	0	2	1	0	25	1	1	3	1	0	1	2	0	21	0	1	0	1	1	28	2	0	1	0	0	2	0	5	25	5	1	0	2	1	0	1	2	1	0
ind3	3	1	1	0	0	0	2	1	2	0	0	0	28	1	1	3	0	2	2	3	3	1	3	1	3	2	1	3	0	1	0	2	1	1	0	1	3	2	2	2	1	1	3	1	2	1	1	1	0	0	0	1	0	3	2	3	0	0	1	0	1	2	2	1	0	1	0	0	1	0	0	0	1	5	1	0	1	2	1	3	0	1	1	0	20	3	1	2	1	1	0	2	0	1	1	1	0	1	2	2
ind4	0	2	0	1	1	2	2	0	1	0	1	1	1	1	1	0	0	1	0	0	2	0	1	0	0	0	0	2	1	2	2	0	0	0	0	1	0	2	2	2	0	0	1	1	0	1	0	0	1	1	3	1	0	4	1	26	0	0	0	0	0	0	0	2	0	0	0	4	2	3	2	2	1	2	3	0	1	1	1	1	0	0	2	1	1	2	3	1	1	1	3	2	2	2	0	2	25	2	0	1
ind5	4	1	0	0	2	2	1	1	2	3	1	2	1	1	2	0	2	0	1	0	0	0	2	0	1	0	20	1	1	0	0	1	2	2	0	0	2	1	3	27	1	2	3	0	2	1	0	25	1	1	0	2	0	1	1	0	2	1	1	2	3	1	3	0	0	2	0	1	2	1	3	1	2	0	3	1	0	1	2	1	0	0	0	1	0	0	0	1	2	1	2	1	1	2	0	0	0	2	0	1
ind6	2	4	0	0	0	1	2	0	26	0	0	1	1	1	1	0	1	1	2	3	1	1	0	0	0	0	0	1	1	4	0	2	1	0	1	3	0	1	1	0	1	0	1	0	1	2	1	1	0	0	4	2	0	0	0	2	1	0	1	1	1	0	0	2	21	2	3	0	1	1	3	1	0	1	2	2	0	0	0	0	2	2	1	0	29	0	2	1	1	0	2	2	19	1	0	0	2	1	3	1
ind7	1	2	1	3	1	4	1	2	0	3	0	0	0	1	3	1	0	1	1	2	1	0	2	2	2	1	0	1	1	0	2	1	0	0	0	3	0	1	0	3	0	0	1	1	0	1	1	1	2	2	1	32	22	1	1	1	1	1	1	0	0	1	0	0	0	3	1	1	2	0	0	2	0	0	0	1	1	0	1	0	2	1	28	1	2	2	0	2	0	0	1	0	0	0	2	0	0	1	0	1
ind8	17	1	1	1	0	1	0	1	0	0	2	1	3	1	3	3	2	1	0	1	1	0	0	0	0	0	0	1	3	1	1	2	24	2	0	3	0	0	2	1	2	1	0	0	0	1	20	3	1	1	0	2	0	0	0	4	3	0	1	1	2	2	0	1	1	2	1	0	2	1	0	0	1	29	1	1	0	1	1	2	5	0	0	0	0	1	2	0	3	0	0	0	2	1	1	1	1	1	2	1
ind9	0	1	0	33	0	2	0	1	2	1	3	0	4	2	0	3	1	0	0	0	1	0	0	2	0	1	1	0	0	28	0	0	2	2	0	31	1	0	2	1	1	0	1	2	2	3	1	0	19	0	2	4	0	0	5	2	0	0	2	0	1	0	2	0	0	0	3	2	1	2	2	1	3	1	0	0	0	0	0	0	0	2	2	1	25	3	0	2	3	0	1	0	2	1	0	1	0	0	1	2
ind10	2	0	1	1	0	2	2	0	1	1	0	2	1	2	1	1	2	2	2	2	0	0	2	0	1	1	1	1	1	2	1	0	1	0	2	0	4	1	2	0	0	0	0	2	1	0	0	2	0	1	1	1	1	5	1	1	0	1	0	1	0	1	2	0	1	1	22	0	1	2	2	4	1	1	1	1	2	2	0	0	1	0	2	2	1	1	0	0	0	3	1	0	0	1	1	3	1	0	1	1
